# x86 stride prefetch latency map
# access mode: load
# stride_bytes=704 train_step=15 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        44	   20
  1	          64	       138	   20
  2	         128	       231	   20
  3	         192	       295	   20
  4	         256	       313	   20
  5	         320	       294	   20
  6	         384	       319	   20
  7	         448	       308	   20
  8	         512	       291	   20
  9	         576	       304	   20
 10	         640	       296	   20
 11	         704	        46	   20
 12	         768	       121	   20
 13	         832	       296	   20
 14	         896	       300	   20
 15	         960	       303	   20
 16	        1024	       316	   20
 17	        1088	       313	   20
 18	        1152	       296	   20
 19	        1216	       294	   20
 20	        1280	       300	   20
 21	        1344	       315	   20
 22	        1408	        46	   20
 23	        1472	       343	   20
 24	        1536	       288	   20
 25	        1600	       312	   20
 26	        1664	       313	   20
 27	        1728	       300	   20
 28	        1792	       310	   20
 29	        1856	       316	   20
 30	        1920	       297	   20
 31	        1984	       303	   20
 32	        2048	       345	   20
 33	        2112	        43	   20
 34	        2176	       336	   20
 35	        2240	       297	   20
 36	        2304	       294	   20
 37	        2368	       303	   20
 38	        2432	       296	   20
 39	        2496	       314	   20
 40	        2560	       321	   20
 41	        2624	       302	   20
 42	        2688	       294	   20
 43	        2752	       296	   20
 44	        2816	        39	   20
 45	        2880	       123	   20
 46	        2944	       330	   20
 47	        3008	       320	   20
 48	        3072	       288	   20
 49	        3136	       291	   20
 50	        3200	       308	   20
 51	        3264	       303	   20
 52	        3328	       312	   20
 53	        3392	       303	   20
 54	        3456	       325	   20
 55	        3520	        46	   20
 56	        3584	       108	   20
 57	        3648	       297	   20
 58	        3712	       328	   20
 59	        3776	       292	   20
 60	        3840	       302	   20
 61	        3904	       306	   20
 62	        3968	       307	   20
 63	        4032	       313	   20
 64	        4096	       279	   20
 65	        4160	       285	   20
 66	        4224	        42	   20
 67	        4288	       129	   20
 68	        4352	       294	   20
 69	        4416	       294	   20
 70	        4480	       282	   20
 71	        4544	       294	   20
 72	        4608	       276	   20
 73	        4672	       298	   20
 74	        4736	       282	   20
 75	        4800	       313	   20
 76	        4864	       296	   20
 77	        4928	        43	   20
 78	        4992	       129	   20
 79	        5056	       286	   20
 80	        5120	       276	   20
 81	        5184	       279	   20
 82	        5248	       307	   20
 83	        5312	       302	   20
 84	        5376	       324	   20
 85	        5440	       307	   20
 86	        5504	       285	   20
 87	        5568	       301	   20
 88	        5632	        45	   20
 89	        5696	       230	   20
 90	        5760	       273	   20
 91	        5824	       298	   20
 92	        5888	       291	   20
 93	        5952	       279	   20
 94	        6016	       288	   20
 95	        6080	       303	   20
 96	        6144	       296	   20
 97	        6208	       280	   20
 98	        6272	       297	   20
 99	        6336	        43	   20
100	        6400	       289	   20
101	        6464	       310	   20
102	        6528	       280	   20
103	        6592	       330	   20
104	        6656	       268	   20
105	        6720	       278	   20
106	        6784	       273	   20
107	        6848	       283	   20
108	        6912	       278	   20
109	        6976	       294	   20
110	        7040	        40	   20
111	        7104	       324	   20
112	        7168	       277	   20
113	        7232	       279	   20
114	        7296	       292	   20
115	        7360	       332	   20
116	        7424	       283	   20
117	        7488	       295	   20
118	        7552	       294	   20
119	        7616	       283	   20
120	        7680	       306	   20
121	        7744	        45	   20
122	        7808	       276	   20
123	        7872	       298	   20
124	        7936	       291	   20
125	        8000	       306	   20
126	        8064	       289	   20
127	        8128	       283	   20
128	        8192	       314	   20
129	        8256	       298	   20
130	        8320	       338	   20
131	        8384	       308	   20
132	        8448	        43	   20
133	        8512	       318	   20
134	        8576	       308	   20
135	        8640	       306	   20
136	        8704	       316	   20
137	        8768	       291	   20
138	        8832	       307	   20
139	        8896	       300	   20
140	        8960	       297	   20
141	        9024	       320	   20
142	        9088	       315	   20
143	        9152	        40	   20
144	        9216	       316	   20
145	        9280	       291	   20
146	        9344	       294	   20
147	        9408	       294	   20
148	        9472	       296	   20
149	        9536	       327	   20
150	        9600	       297	   20
151	        9664	       307	   20
152	        9728	       309	   20
153	        9792	       291	   20
154	        9856	        43	   20
155	        9920	       296	   20
156	        9984	       298	   20
157	       10048	       310	   20
158	       10112	       308	   20
159	       10176	       301	   20
160	       10240	       295	   20
161	       10304	       294	   20
162	       10368	       294	   20
163	       10432	       310	   20
164	       10496	       296	   20
165	       10560	        44	   20
166	       10624	       302	   20
167	       10688	       298	   20
168	       10752	       324	   20
169	       10816	       294	   20
170	       10880	       327	   20
171	       10944	       312	   20
172	       11008	       295	   20
173	       11072	       301	   20
174	       11136	       324	   20
175	       11200	       321	   20
176	       11264	        44	   20
177	       11328	       303	   20
178	       11392	       312	   20
179	       11456	       308	   20
180	       11520	       296	   20
181	       11584	       308	   20
182	       11648	       318	   20
183	       11712	       307	   20
184	       11776	       324	   20
185	       11840	       292	   20
186	       11904	       316	   20
187	       11968	        45	   20
188	       12032	       302	   20
189	       12096	       303	   20
190	       12160	       309	   20
191	       12224	       314	   20
192	       12288	       327	   20
193	       12352	       268	   20
194	       12416	       264	   20
195	       12480	       282	   20
196	       12544	       284	   20
197	       12608	       298	   20
198	       12672	       306	   20
199	       12736	       274	   20

