# x86 stride prefetch latency map
# access mode: load
# stride_bytes=704 train_step=8 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        87	   20
  1	          64	       169	   20
  2	         128	       375	   20
  3	         192	       378	   20
  4	         256	       363	   20
  5	         320	       366	   20
  6	         384	       421	   20
  7	         448	       376	   20
  8	         512	       384	   20
  9	         576	       373	   20
 10	         640	       374	   20
 11	         704	        90	   20
 12	         768	       170	   20
 13	         832	       362	   20
 14	         896	       382	   20
 15	         960	       393	   20
 16	        1024	       352	   20
 17	        1088	       351	   20
 18	        1152	       404	   20
 19	        1216	       362	   20
 20	        1280	       388	   20
 21	        1344	       403	   20
 22	        1408	        86	   20
 23	        1472	       372	   20
 24	        1536	       363	   20
 25	        1600	       370	   20
 26	        1664	       405	   20
 27	        1728	       378	   20
 28	        1792	       390	   20
 29	        1856	       378	   20
 30	        1920	       423	   20
 31	        1984	       388	   20
 32	        2048	       364	   20
 33	        2112	        86	   20
 34	        2176	       375	   20
 35	        2240	       372	   20
 36	        2304	       362	   20
 37	        2368	       390	   20
 38	        2432	       380	   20
 39	        2496	       375	   20
 40	        2560	       381	   20
 41	        2624	       375	   20
 42	        2688	       379	   20
 43	        2752	       385	   20
 44	        2816	        86	   20
 45	        2880	       175	   20
 46	        2944	       368	   20
 47	        3008	       388	   20
 48	        3072	       378	   20
 49	        3136	       351	   20
 50	        3200	       379	   20
 51	        3264	       370	   20
 52	        3328	       366	   20
 53	        3392	       378	   20
 54	        3456	       391	   20
 55	        3520	        91	   20
 56	        3584	       166	   20
 57	        3648	       357	   20
 58	        3712	       393	   20
 59	        3776	       384	   20
 60	        3840	       378	   20
 61	        3904	       362	   20
 62	        3968	       399	   20
 63	        4032	       385	   20
 64	        4096	       332	   20
 65	        4160	       345	   20
 66	        4224	        87	   20
 67	        4288	       177	   20
 68	        4352	       345	   20
 69	        4416	       369	   20
 70	        4480	       342	   20
 71	        4544	       350	   20
 72	        4608	       357	   20
 73	        4672	       379	   20
 74	        4736	       342	   20
 75	        4800	       364	   20
 76	        4864	       351	   20
 77	        4928	        85	   20
 78	        4992	       348	   20
 79	        5056	       379	   20
 80	        5120	       385	   20
 81	        5184	       348	   20
 82	        5248	       340	   20
 83	        5312	       357	   20
 84	        5376	       340	   20
 85	        5440	       385	   20
 86	        5504	       345	   20
 87	        5568	       375	   20
 88	        5632	        88	   20
 89	        5696	       373	   20
 90	        5760	       337	   20
 91	        5824	       343	   20
 92	        5888	       336	   20
 93	        5952	       357	   20
 94	        6016	       345	   20
 95	        6080	       375	   20
 96	        6144	       342	   20
 97	        6208	       356	   20
 98	        6272	       332	   20
 99	        6336	        84	   20
100	        6400	       342	   20
101	        6464	       343	   20
102	        6528	       361	   20
103	        6592	       411	   20
104	        6656	       350	   20
105	        6720	       342	   20
106	        6784	       337	   20
107	        6848	       337	   20
108	        6912	       379	   20
109	        6976	       344	   20
110	        7040	        86	   20
111	        7104	       385	   20
112	        7168	       366	   20
113	        7232	       356	   20
114	        7296	       352	   20
115	        7360	       372	   20
116	        7424	       339	   20
117	        7488	       372	   20
118	        7552	       394	   20
119	        7616	       360	   20
120	        7680	       343	   20
121	        7744	        85	   20
122	        7808	       342	   20
123	        7872	       370	   20
124	        7936	       387	   20
125	        8000	       358	   20
126	        8064	       346	   20
127	        8128	       375	   20
128	        8192	       355	   20
129	        8256	       356	   20
130	        8320	       366	   20
131	        8384	       378	   20
132	        8448	        88	   20
133	        8512	       379	   20
134	        8576	       378	   20
135	        8640	       404	   20
136	        8704	       402	   20
137	        8768	       370	   20
138	        8832	       355	   20
139	        8896	       375	   20
140	        8960	       358	   20
141	        9024	       374	   20
142	        9088	       372	   20
143	        9152	       391	   20
144	        9216	       357	   20
145	        9280	       354	   20
146	        9344	       349	   20
147	        9408	       356	   20
148	        9472	       386	   20
149	        9536	       385	   20
150	        9600	       392	   20
151	        9664	       399	   20
152	        9728	       378	   20
153	        9792	       356	   20
154	        9856	       352	   20
155	        9920	       360	   20
156	        9984	       368	   20
157	       10048	       380	   20
158	       10112	       375	   20
159	       10176	       385	   20
160	       10240	       370	   20
161	       10304	       370	   20
162	       10368	       388	   20
163	       10432	       373	   20
164	       10496	       366	   20
165	       10560	       309	   20
166	       10624	       372	   20
167	       10688	       369	   20
168	       10752	       351	   20
169	       10816	       369	   20
170	       10880	       355	   20
171	       10944	       374	   20
172	       11008	       360	   20
173	       11072	       378	   20
174	       11136	       368	   20
175	       11200	       364	   20
176	       11264	        82	   20
177	       11328	       380	   20
178	       11392	       362	   20
179	       11456	       402	   20
180	       11520	       386	   20
181	       11584	       368	   20
182	       11648	       402	   20
183	       11712	       376	   20
184	       11776	       345	   20
185	       11840	       369	   20
186	       11904	       350	   20
187	       11968	        85	   20
188	       12032	       368	   20
189	       12096	       364	   20
190	       12160	       367	   20
191	       12224	       393	   20
192	       12288	       358	   20
193	       12352	       339	   20
194	       12416	       349	   20
195	       12480	       362	   20
196	       12544	       398	   20
197	       12608	       354	   20
198	       12672	       357	   20
199	       12736	       348	   20

