# x86 stride prefetch latency map
# access mode: software prefetch (prefetcht0)
# stride_bytes=704 train_step=5 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        45	   20
  1	          64	       286	   20
  2	         128	       346	   20
  3	         192	       282	   20
  4	         256	       297	   20
  5	         320	       291	   20
  6	         384	       286	   20
  7	         448	       283	   20
  8	         512	       318	   20
  9	         576	       306	   20
 10	         640	       315	   20
 11	         704	        43	   20
 12	         768	       297	   20
 13	         832	       298	   20
 14	         896	       327	   20
 15	         960	       302	   20
 16	        1024	       307	   20
 17	        1088	       307	   20
 18	        1152	       314	   20
 19	        1216	       282	   20
 20	        1280	       292	   20
 21	        1344	       286	   20
 22	        1408	        46	   20
 23	        1472	       283	   20
 24	        1536	       302	   20
 25	        1600	       344	   20
 26	        1664	       308	   20
 27	        1728	       282	   20
 28	        1792	       288	   20
 29	        1856	       291	   20
 30	        1920	       298	   20
 31	        1984	       300	   20
 32	        2048	       320	   20
 33	        2112	        42	   20
 34	        2176	       312	   20
 35	        2240	       308	   20
 36	        2304	       290	   20
 37	        2368	       290	   20
 38	        2432	       301	   20
 39	        2496	       306	   20
 40	        2560	       291	   20
 41	        2624	       306	   20
 42	        2688	       344	   20
 43	        2752	       316	   20
 44	        2816	        46	   20
 45	        2880	       286	   20
 46	        2944	       309	   20
 47	        3008	       288	   20
 48	        3072	       324	   20
 49	        3136	       315	   20
 50	        3200	       306	   20
 51	        3264	       295	   20
 52	        3328	       280	   20
 53	        3392	       290	   20
 54	        3456	       312	   20
 55	        3520	       322	   20
 56	        3584	       285	   20
 57	        3648	       278	   20
 58	        3712	       300	   20
 59	        3776	       322	   20
 60	        3840	       314	   20
 61	        3904	       288	   20
 62	        3968	       297	   20
 63	        4032	       288	   20
 64	        4096	       296	   20
 65	        4160	       300	   20
 66	        4224	       301	   20
 67	        4288	       320	   20
 68	        4352	       303	   20
 69	        4416	       382	   20
 70	        4480	       334	   20
 71	        4544	       308	   20
 72	        4608	       307	   20
 73	        4672	       354	   20
 74	        4736	       308	   20
 75	        4800	       350	   20
 76	        4864	       310	   20
 77	        4928	       316	   20
 78	        4992	       319	   20
 79	        5056	       333	   20
 80	        5120	       308	   20
 81	        5184	       314	   20
 82	        5248	       292	   20
 83	        5312	       345	   20
 84	        5376	       325	   20
 85	        5440	       304	   20
 86	        5504	       327	   20
 87	        5568	       346	   20
 88	        5632	       309	   20
 89	        5696	       342	   20
 90	        5760	       297	   20
 91	        5824	       326	   20
 92	        5888	       336	   20
 93	        5952	       312	   20
 94	        6016	       346	   20
 95	        6080	       352	   20
 96	        6144	       328	   20
 97	        6208	       338	   20
 98	        6272	       297	   20
 99	        6336	       318	   20
100	        6400	       355	   20
101	        6464	       321	   20
102	        6528	       315	   20
103	        6592	       356	   20
104	        6656	       295	   20
105	        6720	       336	   20
106	        6784	       297	   20
107	        6848	       314	   20
108	        6912	       328	   20
109	        6976	       328	   20
110	        7040	       318	   20
111	        7104	       350	   20
112	        7168	       298	   20
113	        7232	       306	   20
114	        7296	       304	   20
115	        7360	       313	   20
116	        7424	       326	   20
117	        7488	       320	   20
118	        7552	       319	   20
119	        7616	       333	   20
120	        7680	       313	   20
121	        7744	       300	   20
122	        7808	       319	   20
123	        7872	       318	   20
124	        7936	       310	   20
125	        8000	       306	   20
126	        8064	       315	   20
127	        8128	       337	   20
128	        8192	       306	   20
129	        8256	       303	   20
130	        8320	       302	   20
131	        8384	       316	   20
132	        8448	       327	   20
133	        8512	       318	   20
134	        8576	       314	   20
135	        8640	       342	   20
136	        8704	       324	   20
137	        8768	       357	   20
138	        8832	       336	   20
139	        8896	       320	   20
140	        8960	       326	   20
141	        9024	       320	   20
142	        9088	       316	   20
143	        9152	       327	   20
144	        9216	       314	   20
145	        9280	       307	   20
146	        9344	       344	   20
147	        9408	       333	   20
148	        9472	       304	   20
149	        9536	       326	   20
150	        9600	       327	   20
151	        9664	       332	   20
152	        9728	       294	   20
153	        9792	       322	   20
154	        9856	       344	   20
155	        9920	       314	   20
156	        9984	       303	   20
157	       10048	       320	   20
158	       10112	       361	   20
159	       10176	       346	   20
160	       10240	       328	   20
161	       10304	       332	   20
162	       10368	       338	   20
163	       10432	       315	   20
164	       10496	       312	   20
165	       10560	       330	   20
166	       10624	       310	   20
167	       10688	       312	   20
168	       10752	       321	   20
169	       10816	       315	   20
170	       10880	       334	   20
171	       10944	       304	   20
172	       11008	       302	   20
173	       11072	       310	   20
174	       11136	       312	   20
175	       11200	       324	   20
176	       11264	       326	   20
177	       11328	       349	   20
178	       11392	       327	   20
179	       11456	       350	   20
180	       11520	       301	   20
181	       11584	       315	   20
182	       11648	       315	   20
183	       11712	       300	   20
184	       11776	       338	   20
185	       11840	       350	   20
186	       11904	       304	   20
187	       11968	       324	   20
188	       12032	       310	   20
189	       12096	       319	   20
190	       12160	       310	   20
191	       12224	       318	   20
192	       12288	       313	   20
193	       12352	       306	   20
194	       12416	       327	   20
195	       12480	       318	   20
196	       12544	       322	   20
197	       12608	       330	   20
198	       12672	       316	   20
199	       12736	       332	   20

