# x86 stride prefetch latency map
# access mode: load
# stride_bytes=704 train_step=15 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        30	   20
  1	          64	       374	   20
  2	         128	       371	   20
  3	         192	       258	   20
  4	         256	       320	   20
  5	         320	       264	   20
  6	         384	       319	   20
  7	         448	       264	   20
  8	         512	       237	   20
  9	         576	       317	   20
 10	         640	       271	   20
 11	         704	        31	   20
 12	         768	       347	   20
 13	         832	       268	   20
 14	         896	       287	   20
 15	         960	       261	   20
 16	        1024	       300	   20
 17	        1088	       359	   20
 18	        1152	       405	   20
 19	        1216	       301	   20
 20	        1280	       260	   20
 21	        1344	       270	   20
 22	        1408	        29	   20
 23	        1472	       259	   20
 24	        1536	       244	   20
 25	        1600	       283	   20
 26	        1664	       246	   20
 27	        1728	       242	   20
 28	        1792	       369	   20
 29	        1856	       309	   20
 30	        1920	       305	   20
 31	        1984	       265	   20
 32	        2048	       270	   20
 33	        2112	        29	   20
 34	        2176	       237	   20
 35	        2240	       324	   20
 36	        2304	       256	   20
 37	        2368	       259	   20
 38	        2432	       278	   20
 39	        2496	       258	   20
 40	        2560	       249	   20
 41	        2624	       245	   20
 42	        2688	       247	   20
 43	        2752	       240	   20
 44	        2816	        28	   20
 45	        2880	       309	   20
 46	        2944	       385	   20
 47	        3008	       267	   20
 48	        3072	       321	   20
 49	        3136	       302	   20
 50	        3200	       296	   20
 51	        3264	       306	   20
 52	        3328	       262	   20
 53	        3392	       262	   20
 54	        3456	       342	   20
 55	        3520	        29	   20
 56	        3584	       261	   20
 57	        3648	       271	   20
 58	        3712	       259	   20
 59	        3776	       258	   20
 60	        3840	       309	   20
 61	        3904	       260	   20
 62	        3968	       326	   20
 63	        4032	       262	   20
 64	        4096	       236	   20
 65	        4160	       357	   20
 66	        4224	        28	   20
 67	        4288	       345	   20
 68	        4352	       294	   20
 69	        4416	       255	   20
 70	        4480	       312	   20
 71	        4544	       265	   20
 72	        4608	       263	   20
 73	        4672	       260	   20
 74	        4736	       259	   20
 75	        4800	       260	   20
 76	        4864	       342	   20
 77	        4928	        28	   20
 78	        4992	       264	   20
 79	        5056	       270	   20
 80	        5120	       253	   20
 81	        5184	       289	   20
 82	        5248	       334	   20
 83	        5312	       252	   20
 84	        5376	       279	   20
 85	        5440	       258	   20
 86	        5504	       257	   20
 87	        5568	       263	   20
 88	        5632	        28	   20
 89	        5696	       241	   20
 90	        5760	       247	   20
 91	        5824	       258	   20
 92	        5888	       298	   20
 93	        5952	       269	   20
 94	        6016	       264	   20
 95	        6080	       266	   20
 96	        6144	       306	   20
 97	        6208	       369	   20
 98	        6272	       248	   20
 99	        6336	        28	   20
100	        6400	       257	   20
101	        6464	       263	   20
102	        6528	       263	   20
103	        6592	       258	   20
104	        6656	       233	   20
105	        6720	       233	   20
106	        6784	       246	   20
107	        6848	       250	   20
108	        6912	       794	   20
109	        6976	       261	   20
110	        7040	        28	   20
111	        7104	       262	   20
112	        7168	       240	   20
113	        7232	       369	   20
114	        7296	       252	   20
115	        7360	       300	   20
116	        7424	       263	   20
117	        7488	       262	   20
118	        7552	       304	   20
119	        7616	       264	   20
120	        7680	       263	   20
121	        7744	        29	   20
122	        7808	       260	   20
123	        7872	       280	   20
124	        7936	       378	   20
125	        8000	       263	   20
126	        8064	       348	   20
127	        8128	       260	   20
128	        8192	       258	   20
129	        8256	       316	   20
130	        8320	       317	   20
131	        8384	       257	   20
132	        8448	        28	   20
133	        8512	       258	   20
134	        8576	       298	   20
135	        8640	       261	   20
136	        8704	       241	   20
137	        8768	       257	   20
138	        8832	       262	   20
139	        8896	       270	   20
140	        8960	       333	   20
141	        9024	       266	   20
142	        9088	       408	   20
143	        9152	        28	   20
144	        9216	       325	   20
145	        9280	       329	   20
146	        9344	       235	   20
147	        9408	       305	   20
148	        9472	       367	   20
149	        9536	       261	   20
150	        9600	       284	   20
151	        9664	       259	   20
152	        9728	       246	   20
153	        9792	       243	   20
154	        9856	        28	   20
155	        9920	       243	   20
156	        9984	       330	   20
157	       10048	       260	   20
158	       10112	       328	   20
159	       10176	       308	   20
160	       10240	       282	   20
161	       10304	       256	   20
162	       10368	       234	   20
163	       10432	       295	   20
164	       10496	       363	   20
165	       10560	        28	   20
166	       10624	       399	   20
167	       10688	       260	   20
168	       10752	       243	   20
169	       10816	       242	   20
170	       10880	       240	   20
171	       10944	       251	   20
172	       11008	       349	   20
173	       11072	       262	   20
174	       11136	       337	   20
175	       11200	       308	   20
176	       11264	       374	   20
177	       11328	       765	   20
178	       11392	       343	   20
179	       11456	       351	   20
180	       11520	       268	   20
181	       11584	       261	   20
182	       11648	       257	   20
183	       11712	       259	   20
184	       11776	       269	   20
185	       11840	       286	   20
186	       11904	       254	   20
187	       11968	       244	   20
188	       12032	       386	   20
189	       12096	       259	   20
190	       12160	       368	   20
191	       12224	       264	   20
192	       12288	       325	   20
193	       12352	       286	   20
194	       12416	       323	   20
195	       12480	       282	   20
196	       12544	       276	   20
197	       12608	       266	   20
198	       12672	       266	   20
199	       12736	       264	   20

