# x86 stride prefetch latency map
# access mode: software prefetch (prefetcht0)
# stride_bytes=320 train_step=15 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        44	   20
  1	          64	       303	   20
  2	         128	       297	   20
  3	         192	       310	   20
  4	         256	       312	   20
  5	         320	        43	   20
  6	         384	       301	   20
  7	         448	       308	   20
  8	         512	       301	   20
  9	         576	       344	   20
 10	         640	        42	   20
 11	         704	       351	   20
 12	         768	       296	   20
 13	         832	       315	   20
 14	         896	       297	   20
 15	         960	        43	   20
 16	        1024	       300	   20
 17	        1088	       334	   20
 18	        1152	       334	   20
 19	        1216	       344	   20
 20	        1280	        44	   20
 21	        1344	       308	   20
 22	        1408	       297	   20
 23	        1472	       332	   20
 24	        1536	       316	   20
 25	        1600	        45	   20
 26	        1664	       306	   20
 27	        1728	       298	   20
 28	        1792	       308	   20
 29	        1856	       301	   20
 30	        1920	        46	   20
 31	        1984	       330	   20
 32	        2048	       309	   20
 33	        2112	       393	   20
 34	        2176	       296	   20
 35	        2240	        40	   20
 36	        2304	       296	   20
 37	        2368	       306	   20
 38	        2432	       324	   20
 39	        2496	       333	   20
 40	        2560	        43	   20
 41	        2624	       345	   20
 42	        2688	       292	   20
 43	        2752	       325	   20
 44	        2816	       314	   20
 45	        2880	        45	   20
 46	        2944	       297	   20
 47	        3008	       318	   20
 48	        3072	       308	   20
 49	        3136	       313	   20
 50	        3200	        44	   20
 51	        3264	       324	   20
 52	        3328	       292	   20
 53	        3392	       300	   20
 54	        3456	       302	   20
 55	        3520	        43	   20
 56	        3584	       297	   20
 57	        3648	       339	   20
 58	        3712	       294	   20
 59	        3776	       349	   20
 60	        3840	        44	   20
 61	        3904	       302	   20
 62	        3968	       328	   20
 63	        4032	       307	   20
 64	        4096	       308	   20
 65	        4160	        43	   20
 66	        4224	       324	   20
 67	        4288	       295	   20
 68	        4352	       324	   20
 69	        4416	       314	   20
 70	        4480	        43	   20
 71	        4544	       301	   20
 72	        4608	       316	   20
 73	        4672	       302	   20
 74	        4736	       314	   20
 75	        4800	       292	   20
 76	        4864	       314	   20
 77	        4928	       308	   20
 78	        4992	       308	   20
 79	        5056	       300	   20
 80	        5120	       315	   20
 81	        5184	       296	   20
 82	        5248	       354	   20
 83	        5312	       298	   20
 84	        5376	       354	   20
 85	        5440	       300	   20
 86	        5504	       337	   20
 87	        5568	       316	   20
 88	        5632	       315	   20
 89	        5696	       302	   20
 90	        5760	       318	   20
 91	        5824	       318	   20
 92	        5888	       362	   20
 93	        5952	       298	   20
 94	        6016	       379	   20
 95	        6080	       326	   20
 96	        6144	       332	   20
 97	        6208	       294	   20
 98	        6272	       316	   20
 99	        6336	       294	   20
100	        6400	        39	   20
101	        6464	       314	   20
102	        6528	       394	   20
103	        6592	       295	   20
104	        6656	       336	   20
105	        6720	       326	   20
106	        6784	       321	   20
107	        6848	       296	   20
108	        6912	       349	   20
109	        6976	       306	   20
110	        7040	       368	   20
111	        7104	       297	   20
112	        7168	       356	   20
113	        7232	      3052	   20
114	        7296	       336	   20
115	        7360	       294	   20
116	        7424	       337	   20
117	        7488	       309	   20
118	        7552	       367	   20
119	        7616	       303	   20
120	        7680	       322	   20
121	        7744	       314	   20
122	        7808	       319	   20
123	        7872	       295	   20
124	        7936	       358	   20
125	        8000	       315	   20
126	        8064	       337	   20
127	        8128	       303	   20
128	        8192	       268	   20
129	        8256	       313	   20
130	        8320	       292	   20
131	        8384	       326	   20
132	        8448	       268	   20
133	        8512	       996	   20
134	        8576	       270	   20
135	        8640	       372	   20
136	        8704	       268	   20
137	        8768	       279	   20
138	        8832	       270	   20
139	        8896	       292	   20
140	        8960	       291	   20
141	        9024	       291	   20
142	        9088	       282	   20
143	        9152	       322	   20
144	        9216	       283	   20
145	        9280	       279	   20
146	        9344	       280	   20
147	        9408	       285	   20
148	        9472	       270	   20
149	        9536	       313	   20
150	        9600	       274	   20
151	        9664	       339	   20
152	        9728	       268	   20
153	        9792	       289	   20
154	        9856	       264	   20
155	        9920	       300	   20
156	        9984	       290	   20
157	       10048	       321	   20
158	       10112	       277	   20
159	       10176	       342	   20
160	       10240	       268	   20
161	       10304	       289	   20
162	       10368	       266	   20
163	       10432	       295	   20
164	       10496	       289	   20
165	       10560	       333	   20
166	       10624	       270	   20
167	       10688	       316	   20
168	       10752	       266	   20
169	       10816	       298	   20
170	       10880	       266	   20
171	       10944	       309	   20
172	       11008	       267	   20
173	       11072	       301	   20
174	       11136	       290	   20
175	       11200	       321	   20
176	       11264	       274	   20
177	       11328	       283	   20
178	       11392	       276	   20
179	       11456	       306	   20
180	       11520	       289	   20
181	       11584	       300	   20
182	       11648	       282	   20
183	       11712	       373	   20
184	       11776	       264	   20
185	       11840	       333	   20
186	       11904	       271	   20
187	       11968	       340	   20
188	       12032	       266	   20
189	       12096	       368	   20
190	       12160	       289	   20
191	       12224	       369	   20
192	       12288	       366	   20
193	       12352	       298	   20
194	       12416	       344	   20
195	       12480	       306	   20
196	       12544	       314	   20
197	       12608	       321	   20
198	       12672	       309	   20
199	       12736	       316	   20

