# x86 stride prefetch latency map
# access mode: software prefetch (prefetcht0)
# stride_bytes=320 train_step=15 rounds=4000 probe_positions=256
# position	offset_bytes	avg_cycles	probes
  0	           0	        32	   16
  1	          64	        32	   16
  2	         128	        32	   16
  3	         192	       349	   16
  4	         256	        32	   16
  5	         320	        32	   16
  6	         384	        32	   16
  7	         448	        32	   16
  8	         512	       227	   16
  9	         576	       237	   16
 10	         640	        32	   16
 11	         704	        32	   16
 12	         768	        33	   16
 13	         832	       296	   16
 14	         896	        46	   16
 15	         960	        32	   16
 16	        1024	        29	   16
 17	        1088	        29	   16
 18	        1152	       241	   16
 19	        1216	       228	   16
 20	        1280	        28	   16
 21	        1344	        29	   16
 22	        1408	        29	   16
 23	        1472	       246	   16
 24	        1536	        29	   16
 25	        1600	        28	   16
 26	        1664	        43	   16
 27	        1728	        43	   16
 28	        1792	       278	   16
 29	        1856	       294	   16
 30	        1920	        29	   16
 31	        1984	        29	   16
 32	        2048	        42	   16
 33	        2112	       283	   16
 34	        2176	        41	   16
 35	        2240	        28	   16
 36	        2304	        42	   16
 37	        2368	        42	   16
 38	        2432	       255	   16
 39	        2496	       250	   16
 40	        2560	        28	   16
 41	        2624	        27	   16
 42	        2688	        27	   16
 43	        2752	       241	   16
 44	        2816	        28	   16
 45	        2880	        28	   16
 46	        2944	        28	   16
 47	        3008	        28	   16
 48	        3072	       228	   16
 49	        3136	       235	   16
 50	        3200	        28	   16
 51	        3264	        28	   16
 52	        3328	        42	   16
 53	        3392	       253	   16
 54	        3456	        28	   16
 55	        3520	        28	   16
 56	        3584	        40	   16
 57	        3648	        40	   16
 58	        3712	       232	   16
 59	        3776	       235	   16
 60	        3840	        28	   16
 61	        3904	        28	   16
 62	        3968	        28	   16
 63	        4032	        28	   16
 64	        4096	        43	   16
 65	        4160	        28	   16
 66	        4224	       255	   16
 67	        4288	       308	   16
 68	        4352	       254	   16
 69	        4416	       262	   16
 70	        4480	        28	   16
 71	        4544	        42	   16
 72	        4608	       256	   16
 73	        4672	       237	   16
 74	        4736	       254	   16
 75	        4800	       227	   16
 76	        4864	       281	   16
 77	        4928	       115	   16
 78	        4992	       279	   16
 79	        5056	       310	   16
 80	        5120	       218	   16
 81	        5184	        79	   16
 82	        5248	       236	   16
 83	        5312	       261	   16
 84	        5376	       255	   16
 85	        5440	       128	   16
 86	        5504	       229	   16
 87	        5568	       228	   16
 88	        5632	       214	   16
 89	        5696	       248	   16
 90	        5760	       245	   16
 91	        5824	       247	   16
 92	        5888	       297	   16
 93	        5952	       372	   16
 94	        6016	       276	   16
 95	        6080	       325	   16
 96	        6144	       235	   16
 97	        6208	       420	   16
 98	        6272	       269	   16
 99	        6336	       286	   16
100	        6400	       256	   16
101	        6464	       259	   16
102	        6528	       254	   16
103	        6592	       254	   16
104	        6656	       247	   16
105	        6720	       245	   16
106	        6784	       251	   16
107	        6848	       242	   16
108	        6912	       297	   16
109	        6976	       350	   16
110	        7040	       282	   16
111	        7104	       454	   16
112	        7168	       290	   16
113	        7232	       349	   16
114	        7296	       272	   16
115	        7360	       431	   16
116	        7424	       253	   16
117	        7488	       254	   16
118	        7552	       293	   16
119	        7616	       256	   16
120	        7680	       240	   16
121	        7744	       258	   16
122	        7808	       232	   16
123	        7872	       254	   16
124	        7936	       256	   16
125	        8000	       598	   16
126	        8064	       264	   16
127	        8128	       462	   16
128	        8192	       278	   16
129	        8256	       268	   16
130	        8320	       268	   16
131	        8384	       303	   16
132	        8448	       267	   16
133	        8512	       263	   16
134	        8576	       261	   16
135	        8640	       264	   16
136	        8704	       263	   16
137	        8768	       262	   16
138	        8832	       268	   16
139	        8896	       263	   16
140	        8960	       292	   16
141	        9024	       345	   16
142	        9088	       310	   16
143	        9152	       445	   16
144	        9216	       278	   16
145	        9280	       368	   16
146	        9344	       345	   16
147	        9408	       429	   16
148	        9472	       307	   16
149	        9536	       259	   16
150	        9600	       261	   16
151	        9664	       262	   16
152	        9728	       239	   16
153	        9792	       236	   16
154	        9856	       242	   16
155	        9920	       241	   16
