# x86 stride prefetch latency map
# access mode: software prefetch (prefetcht0)
# stride_bytes=1920 train_step=15 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        32	   20
  1	          64	       206	   20
  2	         128	       235	   20
  3	         192	       204	   20
  4	         256	       261	   20
  5	         320	       298	   20
  6	         384	       276	   20
  7	         448	       261	   20
  8	         512	       249	   20
  9	         576	       249	   20
 10	         640	       255	   20
 11	         704	       245	   20
 12	         768	       260	   20
 13	         832	       260	   20
 14	         896	       265	   20
 15	         960	       262	   20
 16	        1024	       268	   20
 17	        1088	       262	   20
 18	        1152	       259	   20
 19	        1216	       259	   20
 20	        1280	       297	   20
 21	        1344	       470	   20
 22	        1408	       346	   20
 23	        1472	       307	   20
 24	        1536	       259	   20
 25	        1600	       266	   20
 26	        1664	       258	   20
 27	        1728	       236	   20
 28	        1792	        76	   20
 29	        1856	        29	   20
 30	        1920	        30	   20
 31	        1984	       264	   20
 32	        2048	       259	   20
 33	        2112	       255	   20
 34	        2176	       256	   20
 35	        2240	       311	   20
 36	        2304	       349	   20
 37	        2368	       355	   20
 38	        2432	       254	   20
 39	        2496	       380	   20
 40	        2560	       246	   20
 41	        2624	       265	   20
 42	        2688	       231	   20
 43	        2752	       260	   20
 44	        2816	       276	   20
 45	        2880	       259	   20
 46	        2944	       276	   20
 47	        3008	       262	   20
 48	        3072	       232	   20
 49	        3136	       231	   20
 50	        3200	        41	   20
 51	        3264	        72	   20
 52	        3328	        52	   20
 53	        3392	        63	   20
 54	        3456	        29	   20
 55	        3520	        30	   20
 56	        3584	        29	   20
 57	        3648	        29	   20
 58	        3712	        29	   20
 59	        3776	        29	   20
 60	        3840	        29	   20
 61	        3904	       211	   20
 62	        3968	        41	   20
 63	        4032	        41	   20
 64	        4096	        75	   20
 65	        4160	       240	   20
 66	        4224	       255	   20
 67	        4288	       234	   20
 68	        4352	       284	   20
 69	        4416	       647	   20
 70	        4480	       299	   20
 71	        4544	       531	   20
 72	        4608	       258	   20
 73	        4672	       257	   20
 74	        4736	       256	   20
 75	        4800	       259	   20
 76	        4864	       270	   20
 77	        4928	       256	   20
 78	        4992	       263	   20
 79	        5056	       258	   20
 80	        5120	       246	   20
 81	        5184	       248	   20
 82	        5248	       254	   20
 83	        5312	       242	   20
 84	        5376	       288	   20
 85	        5440	       348	   20
 86	        5504	       254	   20
 87	        5568	       394	   20
 88	        5632	       238	   20
 89	        5696	       234	   20
 90	        5760	        30	   20
 91	        5824	       110	   20
 92	        5888	       121	   20
 93	        5952	       151	   20
 94	        6016	       156	   20
 95	        6080	       166	   20
 96	        6144	       147	   20
 97	        6208	       161	   20
 98	        6272	       203	   20
 99	        6336	       225	   20
100	        6400	       234	   20
101	        6464	       283	   20
102	        6528	       280	   20
103	        6592	       450	   20
104	        6656	       233	   20
105	        6720	       232	   20
106	        6784	       232	   20
107	        6848	       238	   20
108	        6912	       259	   20
109	        6976	       258	   20
110	        7040	       262	   20
111	        7104	       260	   20
112	        7168	       243	   20
113	        7232	       252	   20
114	        7296	       257	   20
115	        7360	       253	   20
116	        7424	       262	   20
117	        7488	       421	   20
118	        7552	       260	   20
119	        7616	       395	   20
120	        7680	        29	   20
121	        7744	        85	   20
122	        7808	        64	   20
123	        7872	        63	   20
124	        7936	        41	   20
125	        8000	        76	   20
126	        8064	        41	   20
127	        8128	        75	   20
128	        8192	       244	   20
129	        8256	       258	   20
130	        8320	       229	   20
131	        8384	       257	   20
132	        8448	       262	   20
133	        8512	       517	   20
134	        8576	       284	   20
135	        8640	       315	   20
136	        8704	       263	   20
137	        8768	       256	   20
138	        8832	       256	   20
139	        8896	       259	   20
140	        8960	       263	   20
141	        9024	       256	   20
142	        9088	       267	   20
143	        9152	       259	   20
144	        9216	       247	   20
145	        9280	       246	   20
146	        9344	       254	   20
147	        9408	       243	   20
148	        9472	       284	   20
149	        9536	       305	   20
150	        9600	        29	   20
151	        9664	        97	   20
152	        9728	        61	   20
153	        9792	        50	   20
154	        9856	        99	   20
155	        9920	       121	   20
156	        9984	       156	   20
157	       10048	       169	   20
158	       10112	       155	   20
159	       10176	       189	   20
160	       10240	        40	   20
161	       10304	       248	   20
162	       10368	       246	   20
163	       10432	       278	   20
164	       10496	       287	   20
165	       10560	       383	   20
166	       10624	       256	   20
167	       10688	       367	   20
168	       10752	       231	   20
169	       10816	       230	   20
170	       10880	       235	   20
171	       10944	       236	   20
172	       11008	       258	   20
173	       11072	       258	   20
174	       11136	       273	   20
175	       11200	       266	   20
176	       11264	       255	   20
177	       11328	       249	   20
178	       11392	       256	   20
179	       11456	       233	   20
180	       11520	        29	   20
181	       11584	        84	   20
182	       11648	        41	   20
183	       11712	       121	   20
184	       11776	       109	   20
185	       11840	       127	   20
186	       11904	       121	   20
187	       11968	       132	   20
188	       12032	       112	   20
189	       12096	        99	   20
190	       12160	        85	   20
191	       12224	       257	   20
192	       12288	       232	   20
193	       12352	       238	   20
194	       12416	       235	   20
195	       12480	       236	   20
196	       12544	       257	   20
197	       12608	       448	   20
198	       12672	       260	   20
199	       12736	       514	   20

