# x86 stride prefetch latency map
# access mode: software prefetch (prefetcht0)
# stride_bytes=128 train_step=1000 rounds=40000 probe_positions=2560
# position	offset_bytes	avg_cycles	probes
  0	           0	        29	   16
  1	          64	        28	   16
  2	         128	        28	   16
  3	         192	        28	   16
  4	         256	        29	   16
  5	         320	        29	   16
  6	         384	        28	   16
  7	         448	        28	   16
  8	         512	        28	   16
  9	         576	        29	   16
 10	         640	        29	   16
 11	         704	        28	   16
 12	         768	        28	   16
 13	         832	        28	   16
 14	         896	        29	   16
 15	         960	        29	   16
 16	        1024	        29	   16
 17	        1088	        29	   16
 18	        1152	        28	   16
 19	        1216	        28	   16
 20	        1280	        28	   16
 21	        1344	        29	   16
 22	        1408	        28	   16
 23	        1472	        29	   16
 24	        1536	        28	   16
 25	        1600	        29	   16
 26	        1664	        29	   16
 27	        1728	        28	   16
 28	        1792	        28	   16
 29	        1856	        28	   16
 30	        1920	        29	   16
 31	        1984	        29	   16
 32	        2048	        29	   16
 33	        2112	        29	   16
 34	        2176	        29	   16
 35	        2240	        28	   16
 36	        2304	        28	   16
 37	        2368	        28	   16
 38	        2432	        29	   16
 39	        2496	        28	   16
 40	        2560	        29	   16
 41	        2624	        29	   16
 42	        2688	        29	   16
 43	        2752	        29	   16
 44	        2816	        28	   16
 45	        2880	        28	   16
 46	        2944	        28	   16
 47	        3008	        29	   16
 48	        3072	        28	   16
 49	        3136	        28	   16
 50	        3200	        29	   16
 51	        3264	        28	   16
 52	        3328	        29	   16
 53	        3392	        28	   16
 54	        3456	        28	   16
 55	        3520	        29	   16
 56	        3584	        29	   16
 57	        3648	        29	   16
 58	        3712	        29	   16
 59	        3776	        29	   16
 60	        3840	        28	   16
 61	        3904	        28	   16
 62	        3968	        28	   16
 63	        4032	        29	   16
 64	        4096	        28	   16
 65	        4160	        28	   16
 66	        4224	        28	   16
 67	        4288	        29	   16
 68	        4352	        29	   16
 69	        4416	        28	   16
 70	        4480	        28	   16
 71	        4544	        29	   16
 72	        4608	        29	   16
 73	        4672	        28	   16
 74	        4736	        28	   16
 75	        4800	        29	   16
 76	        4864	        28	   16
 77	        4928	        29	   16
 78	        4992	        29	   16
 79	        5056	        29	   16
 80	        5120	        29	   16
 81	        5184	        29	   16
 82	        5248	        28	   16
 83	        5312	        28	   16
 84	        5376	        29	   16
 85	        5440	        29	   16
 86	        5504	        28	   16
 87	        5568	        28	   16
 88	        5632	        29	   16
 89	        5696	        28	   16
 90	        5760	        28	   16
 91	        5824	        29	   16
 92	        5888	        28	   16
 93	        5952	        29	   16
 94	        6016	        29	   16
 95	        6080	        28	   16
 96	        6144	        28	   16
 97	        6208	        28	   16
 98	        6272	        28	   16
 99	        6336	        28	   16
100	        6400	        29	   16
101	        6464	        29	   16
102	        6528	        28	   16
103	        6592	        28	   16
104	        6656	        29	   16
105	        6720	        29	   16
106	        6784	        29	   16
107	        6848	        29	   16
108	        6912	        28	   16
109	        6976	        28	   16
110	        7040	        28	   16
111	        7104	        28	   16
112	        7168	        28	   16
113	        7232	        28	   16
114	        7296	        28	   16
115	        7360	        29	   16
116	        7424	        29	   16
117	        7488	        28	   16
118	        7552	        28	   16
119	        7616	        29	   16
120	        7680	        28	   16
121	        7744	        28	   16
122	        7808	        28	   16
123	        7872	        28	   16
124	        7936	        28	   16
125	        8000	        28	   16
126	        8064	        28	   16
127	        8128	        29	   16
128	        8192	        28	   16
129	        8256	        28	   16
130	        8320	        28	   16
131	        8384	        28	   16
132	        8448	        28	   16
133	        8512	        28	   16
134	        8576	        28	   16
135	        8640	        29	   16
136	        8704	        29	   16
137	        8768	        29	   16
138	        8832	        29	   16
139	        8896	        29	   16
140	        8960	        29	   16
141	        9024	        28	   16
142	        9088	        29	   16
143	        9152	        29	   16
144	        9216	        28	   16
145	        9280	        43	   16
146	        9344	        28	   16
147	        9408	        28	   16
148	        9472	        28	   16
149	        9536	        29	   16
150	        9600	        29	   16
151	        9664	        29	   16
152	        9728	        28	   16
153	        9792	        29	   16
154	        9856	        28	   16
155	        9920	        29	   16
156	        9984	        29	   16
157	       10048	        28	   16
158	       10112	        29	   16
159	       10176	        28	   16
160	       10240	        29	   16
161	       10304	        29	   16
162	       10368	        29	   16
163	       10432	        29	   16
164	       10496	        29	   16
165	       10560	        29	   16
166	       10624	        28	   16
167	       10688	        29	   16
168	       10752	        29	   16
169	       10816	        29	   16
170	       10880	        28	   16
171	       10944	        33	   16
172	       11008	        29	   16
173	       11072	        29	   16
174	       11136	        29	   16
175	       11200	        29	   16
176	       11264	        28	   16
177	       11328	        28	   16
178	       11392	        30	   16
179	       11456	        29	   16
180	       11520	        30	   16
181	       11584	        30	   16
182	       11648	        30	   16
183	       11712	        30	   16
184	       11776	        30	   16
185	       11840	        30	   16
186	       11904	        29	   16
187	       11968	        29	   16
188	       12032	        30	   16
189	       12096	        29	   16
190	       12160	        28	   16
191	       12224	        28	   16
192	       12288	        28	   16
193	       12352	        28	   16
194	       12416	        28	   16
195	       12480	        29	   16
196	       12544	        29	   16
197	       12608	        29	   16
198	       12672	        29	   16
199	       12736	        28	   16
200	       12800	        28	   16
201	       12864	        29	   16
202	       12928	        29	   16
203	       12992	        28	   16
204	       13056	        29	   16
205	       13120	        29	   16
206	       13184	        28	   16
207	       13248	        29	   16
208	       13312	        28	   16
209	       13376	        29	   16
210	       13440	        29	   16
211	       13504	        29	   16
212	       13568	        28	   16
213	       13632	        29	   16
214	       13696	        29	   16
215	       13760	        29	   16
216	       13824	        28	   16
217	       13888	        28	   16
218	       13952	        30	   16
219	       14016	        28	   16
220	       14080	        29	   16
221	       14144	        28	   16
222	       14208	        29	   16
223	       14272	        29	   16
224	       14336	        29	   16
225	       14400	        28	   16
226	       14464	        29	   16
227	       14528	        29	   16
228	       14592	        29	   16
229	       14656	        28	   16
230	       14720	        29	   16
231	       14784	        29	   16
232	       14848	        29	   16
233	       14912	        29	   16
234	       14976	        28	   16
235	       15040	        28	   16
236	       15104	        29	   16
237	       15168	        29	   16
238	       15232	        29	   16
239	       15296	        29	   16
240	       15360	        29	   16
241	       15424	        29	   16
242	       15488	        28	   16
243	       15552	        28	   16
244	       15616	        29	   16
245	       15680	        29	   16
246	       15744	        29	   16
247	       15808	        29	   16
248	       15872	        29	   16
249	       15936	        28	   16
250	       16000	        29	   16
251	       16064	        29	   16
252	       16128	        28	   16
253	       16192	        29	   16
254	       16256	        29	   16
255	       16320	        29	   16
256	       16384	        28	   16
257	       16448	        28	   16
258	       16512	        29	   16
259	       16576	        29	   16
260	       16640	        28	   16
261	       16704	        28	   16
262	       16768	        29	   16
263	       16832	        28	   16
264	       16896	        29	   16
265	       16960	        29	   16
266	       17024	        28	   16
267	       17088	        41	   16
268	       17152	        29	   16
269	       17216	        29	   16
270	       17280	        29	   16
271	       17344	        29	   16
272	       17408	        29	   16
273	       17472	        29	   16
274	       17536	        29	   16
275	       17600	        29	   16
276	       17664	        29	   16
277	       17728	        28	   16
278	       17792	        29	   16
279	       17856	        29	   16
280	       17920	        29	   16
281	       17984	        29	   16
282	       18048	        29	   16
283	       18112	        28	   16
284	       18176	        29	   16
285	       18240	        29	   16
286	       18304	        29	   16
287	       18368	        29	   16
288	       18432	        28	   16
289	       18496	        29	   16
290	       18560	        29	   16
291	       18624	        28	   16
292	       18688	        29	   16
293	       18752	        28	   16
294	       18816	        28	   16
295	       18880	        28	   16
296	       18944	        29	   16
297	       19008	        29	   16
298	       19072	        28	   16
299	       19136	        28	   16
300	       19200	        28	   16
301	       19264	        29	   16
302	       19328	        29	   16
303	       19392	        28	   16
304	       19456	        29	   16
305	       19520	        28	   16
306	       19584	        29	   16
307	       19648	        29	   16
308	       19712	        29	   16
309	       19776	        29	   16
310	       19840	        28	   16
311	       19904	        29	   16
312	       19968	        28	   16
313	       20032	        28	   16
314	       20096	        29	   16
315	       20160	        28	   16
316	       20224	        29	   16
317	       20288	        29	   16
318	       20352	        28	   16
319	       20416	        28	   16
320	       20480	        29	   16
321	       20544	        29	   16
322	       20608	        29	   16
323	       20672	        28	   16
324	       20736	        29	   16
325	       20800	        29	   16
326	       20864	        29	   16
327	       20928	        29	   16
328	       20992	        29	   16
329	       21056	        29	   16
330	       21120	        29	   16
331	       21184	        29	   16
332	       21248	        29	   16
333	       21312	        29	   16
334	       21376	        29	   16
335	       21440	        30	   16
336	       21504	        29	   16
337	       21568	        30	   16
338	       21632	        28	   16
339	       21696	        28	   16
340	       21760	        28	   16
341	       21824	        28	   16
342	       21888	        29	   16
343	       21952	        28	   16
344	       22016	        28	   16
345	       22080	        29	   16
346	       22144	        29	   16
347	       22208	        29	   16
348	       22272	        28	   16
349	       22336	        29	   16
350	       22400	        28	   16
351	       22464	        29	   16
352	       22528	        29	   16
353	       22592	        29	   16
354	       22656	        29	   16
355	       22720	        29	   16
356	       22784	        29	   16
357	       22848	        29	   16
358	       22912	        28	   16
359	       22976	        29	   16
360	       23040	        28	   16
361	       23104	        28	   16
362	       23168	        29	   16
363	       23232	        29	   16
364	       23296	        29	   16
365	       23360	        29	   16
366	       23424	        29	   16
367	       23488	       769	   16
368	       23552	        29	   16
369	       23616	        28	   16
370	       23680	        28	   16
371	       23744	        29	   16
372	       23808	        29	   16
373	       23872	        29	   16
374	       23936	        29	   16
375	       24000	        28	   16
376	       24064	        28	   16
377	       24128	        28	   16
378	       24192	        29	   16
379	       24256	        28	   16
380	       24320	        29	   16
381	       24384	        28	   16
382	       24448	        28	   16
383	       24512	        28	   16
384	       24576	        29	   16
385	       24640	        28	   16
386	       24704	        28	   16
387	       24768	        28	   16
388	       24832	        29	   16
389	       24896	        29	   16
390	       24960	        28	   16
391	       25024	        28	   16
392	       25088	        28	   16
393	       25152	        29	   16
394	       25216	        29	   16
395	       25280	        28	   16
396	       25344	        29	   16
397	       25408	        28	   16
398	       25472	        29	   16
399	       25536	        29	   16
400	       25600	        28	   16
401	       25664	        41	   16
402	       25728	        29	   16
403	       25792	        28	   16
404	       25856	        29	   16
405	       25920	        28	   16
406	       25984	        28	   16
407	       26048	        28	   16
408	       26112	        28	   16
409	       26176	        28	   16
410	       26240	        29	   16
411	       26304	        28	   16
412	       26368	        29	   16
413	       26432	        28	   16
414	       26496	        28	   16
415	       26560	        28	   16
416	       26624	        29	   16
417	       26688	        29	   16
418	       26752	        28	   16
419	       26816	        28	   16
420	       26880	        29	   16
421	       26944	        28	   16
422	       27008	        28	   16
423	       27072	        29	   16
424	       27136	        28	   16
425	       27200	        28	   16
426	       27264	        28	   16
427	       27328	        29	   16
428	       27392	        29	   16
429	       27456	        28	   16
430	       27520	        28	   16
431	       27584	        29	   16
432	       27648	        28	   16
433	       27712	        28	   16
434	       27776	        28	   16
435	       27840	        28	   16
436	       27904	        28	   16
437	       27968	        28	   16
438	       28032	        28	   16
439	       28096	        29	   16
440	       28160	        28	   16
441	       28224	        28	   16
442	       28288	        28	   16
443	       28352	        28	   16
444	       28416	        28	   16
445	       28480	        29	   16
446	       28544	        28	   16
447	       28608	        28	   16
448	       28672	        35	   16
449	       28736	        36	   16
450	       28800	        36	   16
451	       28864	        36	   16
452	       28928	        36	   16
453	       28992	        36	   16
454	       29056	        36	   16
455	       29120	        36	   16
456	       29184	        36	   16
457	       29248	        36	   16
458	       29312	        36	   16
459	       29376	        36	   16
460	       29440	        36	   16
461	       29504	        36	   16
462	       29568	        35	   16
463	       29632	        35	   16
464	       29696	        36	   16
465	       29760	        35	   16
466	       29824	        35	   16
467	       29888	        35	   16
468	       29952	        35	   16
469	       30016	        36	   16
470	       30080	        35	   16
471	       30144	        35	   16
472	       30208	        36	   16
473	       30272	        36	   16
474	       30336	        36	   16
475	       30400	        36	   16
476	       30464	        36	   16
477	       30528	        36	   16
478	       30592	        36	   16
479	       30656	        36	   16
480	       30720	        35	   16
481	       30784	        35	   16
482	       30848	        35	   16
483	       30912	        36	   16
484	       30976	        36	   16
485	       31040	        36	   16
486	       31104	        36	   16
487	       31168	        36	   16
488	       31232	        36	   16
489	       31296	        36	   16
490	       31360	        36	   16
491	       31424	        36	   16
492	       31488	        35	   16
493	       31552	        36	   16
494	       31616	        36	   16
