# x86 stride prefetch latency map
# access mode: load
# stride_bytes=704 train_step=5 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        49	   20
  1	          64	       129	   20
  2	         128	       249	   20
  3	         192	       284	   20
  4	         256	       308	   20
  5	         320	       290	   20
  6	         384	       319	   20
  7	         448	       309	   20
  8	         512	       321	   20
  9	         576	       298	   20
 10	         640	       266	   20
 11	         704	        44	   20
 12	         768	       120	   20
 13	         832	       295	   20
 14	         896	       312	   20
 15	         960	       298	   20
 16	        1024	       308	   20
 17	        1088	       279	   20
 18	        1152	       270	   20
 19	        1216	       289	   20
 20	        1280	       303	   20
 21	        1344	       271	   20
 22	        1408	        44	   20
 23	        1472	       285	   20
 24	        1536	       268	   20
 25	        1600	       280	   20
 26	        1664	       313	   20
 27	        1728	       316	   20
 28	        1792	       278	   20
 29	        1856	       282	   20
 30	        1920	       322	   20
 31	        1984	       273	   20
 32	        2048	       273	   20
 33	        2112	        45	   20
 34	        2176	       274	   20
 35	        2240	       274	   20
 36	        2304	       302	   20
 37	        2368	       268	   20
 38	        2432	       309	   20
 39	        2496	       294	   20
 40	        2560	       262	   20
 41	        2624	       285	   20
 42	        2688	       272	   20
 43	        2752	       278	   20
 44	        2816	        45	   20
 45	        2880	        91	   20
 46	        2944	       307	   20
 47	        3008	       276	   20
 48	        3072	       297	   20
 49	        3136	       266	   20
 50	        3200	       306	   20
 51	        3264	       292	   20
 52	        3328	       286	   20
 53	        3392	       286	   20
 54	        3456	       271	   20
 55	        3520	       302	   20
 56	        3584	       265	   20
 57	        3648	       292	   20
 58	        3712	       264	   20
 59	        3776	       267	   20
 60	        3840	       282	   20
 61	        3904	       273	   20
 62	        3968	       295	   20
 63	        4032	       307	   20
 64	        4096	       334	   20
 65	        4160	       313	   20
 66	        4224	       351	   20
 67	        4288	       330	   20
 68	        4352	       315	   20
 69	        4416	       304	   20
 70	        4480	       308	   20
 71	        4544	       300	   20
 72	        4608	       351	   20
 73	        4672	       308	   20
 74	        4736	       315	   20
 75	        4800	       312	   20
 76	        4864	       289	   20
 77	        4928	       310	   20
 78	        4992	       322	   20
 79	        5056	       296	   20
 80	        5120	       313	   20
 81	        5184	       331	   20
 82	        5248	       291	   20
 83	        5312	       316	   20
 84	        5376	       313	   20
 85	        5440	       302	   20
 86	        5504	       330	   20
 87	        5568	       309	   20
 88	        5632	       310	   20
 89	        5696	       291	   20
 90	        5760	       306	   20
 91	        5824	       325	   20
 92	        5888	       314	   20
 93	        5952	       304	   20
 94	        6016	       322	   20
 95	        6080	       319	   20
 96	        6144	       312	   20
 97	        6208	       336	   20
 98	        6272	       321	   20
 99	        6336	       321	   20
100	        6400	       321	   20
101	        6464	       303	   20
102	        6528	       316	   20
103	        6592	       336	   20
104	        6656	       292	   20
105	        6720	       332	   20
106	        6784	       320	   20
107	        6848	       308	   20
108	        6912	       337	   20
109	        6976	       304	   20
110	        7040	       297	   20
111	        7104	       307	   20
112	        7168	       307	   20
113	        7232	       306	   20
114	        7296	       307	   20
115	        7360	       338	   20
116	        7424	       327	   20
117	        7488	       308	   20
118	        7552	       315	   20
119	        7616	       348	   20
120	        7680	       292	   20
121	        7744	       298	   20
122	        7808	       310	   20
123	        7872	       307	   20
124	        7936	       295	   20
125	        8000	       304	   20
126	        8064	       324	   20
127	        8128	       302	   20
128	        8192	       303	   20
129	        8256	       297	   20
130	        8320	       319	   20
131	        8384	       319	   20
132	        8448	       314	   20
133	        8512	       322	   20
134	        8576	       313	   20
135	        8640	       306	   20
136	        8704	       309	   20
137	        8768	       309	   20
138	        8832	       345	   20
139	        8896	       298	   20
140	        8960	       302	   20
141	        9024	       321	   20
142	        9088	       304	   20
143	        9152	       348	   20
144	        9216	       308	   20
145	        9280	       309	   20
146	        9344	       302	   20
147	        9408	       315	   20
148	        9472	       320	   20
149	        9536	       314	   20
150	        9600	       313	   20
151	        9664	       304	   20
152	        9728	       333	   20
153	        9792	       298	   20
154	        9856	       330	   20
155	        9920	       300	   20
156	        9984	       324	   20
157	       10048	       331	   20
158	       10112	       322	   20
159	       10176	       309	   20
160	       10240	       312	   20
161	       10304	       314	   20
162	       10368	       316	   20
163	       10432	       302	   20
164	       10496	       300	   20
165	       10560	       308	   20
166	       10624	       337	   20
167	       10688	       319	   20
168	       10752	       303	   20
169	       10816	       308	   20
170	       10880	       309	   20
171	       10944	       312	   20
172	       11008	       324	   20
173	       11072	       350	   20
174	       11136	       334	   20
175	       11200	       314	   20
176	       11264	       300	   20
177	       11328	       310	   20
178	       11392	       354	   20
179	       11456	       322	   20
180	       11520	       301	   20
181	       11584	       313	   20
182	       11648	       316	   20
183	       11712	       336	   20
184	       11776	       316	   20
185	       11840	       312	   20
186	       11904	       310	   20
187	       11968	       324	   20
188	       12032	       340	   20
189	       12096	       332	   20
190	       12160	       333	   20
191	       12224	       318	   20
192	       12288	       297	   20
193	       12352	       278	   20
194	       12416	       319	   20
195	       12480	       336	   20
196	       12544	       288	   20
197	       12608	       286	   20
198	       12672	       327	   20
199	       12736	       289	   20

