# x86 stride prefetch latency map
# access mode: load
# stride_bytes=704 train_step=7 rounds=4000 probe_positions=200
# position	offset_bytes	avg_cycles	probes
  0	           0	        85	   20
  1	          64	       151	   20
  2	         128	       328	   20
  3	         192	       346	   20
  4	         256	       346	   20
  5	         320	       361	   20
  6	         384	       358	   20
  7	         448	       350	   20
  8	         512	       333	   20
  9	         576	       366	   20
 10	         640	       356	   20
 11	         704	        86	   20
 12	         768	       169	   20
 13	         832	       342	   20
 14	         896	       358	   20
 15	         960	       364	   20
 16	        1024	       332	   20
 17	        1088	       337	   20
 18	        1152	       338	   20
 19	        1216	       338	   20
 20	        1280	       351	   20
 21	        1344	       362	   20
 22	        1408	        86	   20
 23	        1472	       348	   20
 24	        1536	       351	   20
 25	        1600	       356	   20
 26	        1664	       339	   20
 27	        1728	       349	   20
 28	        1792	       379	   20
 29	        1856	       342	   20
 30	        1920	       372	   20
 31	        1984	       370	   20
 32	        2048	       388	   20
 33	        2112	        82	   20
 34	        2176	       310	   20
 35	        2240	       339	   20
 36	        2304	       376	   20
 37	        2368	       354	   20
 38	        2432	       398	   20
 39	        2496	       349	   20
 40	        2560	       349	   20
 41	        2624	       337	   20
 42	        2688	       362	   20
 43	        2752	       340	   20
 44	        2816	        88	   20
 45	        2880	       201	   20
 46	        2944	       360	   20
 47	        3008	       384	   20
 48	        3072	       339	   20
 49	        3136	       346	   20
 50	        3200	       351	   20
 51	        3264	       340	   20
 52	        3328	       361	   20
 53	        3392	       343	   20
 54	        3456	       348	   20
 55	        3520	        86	   20
 56	        3584	       162	   20
 57	        3648	       336	   20
 58	        3712	       362	   20
 59	        3776	       342	   20
 60	        3840	       346	   20
 61	        3904	       345	   20
 62	        3968	       366	   20
 63	        4032	       349	   20
 64	        4096	       348	   20
 65	        4160	       350	   20
 66	        4224	        86	   20
 67	        4288	       171	   20
 68	        4352	       339	   20
 69	        4416	       342	   20
 70	        4480	       340	   20
 71	        4544	       361	   20
 72	        4608	       358	   20
 73	        4672	       384	   20
 74	        4736	       337	   20
 75	        4800	       357	   20
 76	        4864	       345	   20
 77	        4928	       355	   20
 78	        4992	       348	   20
 79	        5056	       358	   20
 80	        5120	       328	   20
 81	        5184	       398	   20
 82	        5248	       356	   20
 83	        5312	       358	   20
 84	        5376	       372	   20
 85	        5440	       344	   20
 86	        5504	       342	   20
 87	        5568	       348	   20
 88	        5632	       336	   20
 89	        5696	       332	   20
 90	        5760	       356	   20
 91	        5824	       336	   20
 92	        5888	       385	   20
 93	        5952	       343	   20
 94	        6016	       346	   20
 95	        6080	       382	   20
 96	        6144	       357	   20
 97	        6208	       357	   20
 98	        6272	       342	   20
 99	        6336	        84	   20
100	        6400	       333	   20
101	        6464	       338	   20
102	        6528	       356	   20
103	        6592	       363	   20
104	        6656	       346	   20
105	        6720	       332	   20
106	        6784	       349	   20
107	        6848	       352	   20
108	        6912	       360	   20
109	        6976	       343	   20
110	        7040	        82	   20
111	        7104	       386	   20
112	        7168	       357	   20
113	        7232	       331	   20
114	        7296	       343	   20
115	        7360	       355	   20
116	        7424	       375	   20
117	        7488	       373	   20
118	        7552	       373	   20
119	        7616	       348	   20
120	        7680	       342	   20
121	        7744	        82	   20
122	        7808	       333	   20
123	        7872	       343	   20
124	        7936	       375	   20
125	        8000	       352	   20
126	        8064	       338	   20
127	        8128	       373	   20
128	        8192	       342	   20
129	        8256	       352	   20
130	        8320	       361	   20
131	        8384	       382	   20
132	        8448	        79	   20
133	        8512	       358	   20
134	        8576	       360	   20
135	        8640	       450	   20
136	        8704	       375	   20
137	        8768	       372	   20
138	        8832	       356	   20
139	        8896	       350	   20
140	        8960	       352	   20
141	        9024	       387	   20
142	        9088	       372	   20
143	        9152	       354	   20
144	        9216	       346	   20
145	        9280	       367	   20
146	        9344	       357	   20
147	        9408	       352	   20
148	        9472	       357	   20
149	        9536	       393	   20
150	        9600	       370	   20
151	        9664	       386	   20
152	        9728	       346	   20
153	        9792	       355	   20
154	        9856	       373	   20
155	        9920	       372	   20
156	        9984	       350	   20
157	       10048	       381	   20
158	       10112	       382	   20
159	       10176	       362	   20
160	       10240	       345	   20
161	       10304	       357	   20
162	       10368	       350	   20
163	       10432	       393	   20
164	       10496	       351	   20
165	       10560	       373	   20
166	       10624	       362	   20
167	       10688	       357	   20
168	       10752	       358	   20
169	       10816	       379	   20
170	       10880	       350	   20
171	       10944	       356	   20
172	       11008	       354	   20
173	       11072	       381	   20
174	       11136	       382	   20
175	       11200	       394	   20
176	       11264	        79	   20
177	       11328	       356	   20
178	       11392	       363	   20
179	       11456	       349	   20
180	       11520	       351	   20
181	       11584	       362	   20
182	       11648	       364	   20
183	       11712	       361	   20
184	       11776	       384	   20
185	       11840	       373	   20
186	       11904	       358	   20
187	       11968	        85	   20
188	       12032	       356	   20
189	       12096	       358	   20
190	       12160	       356	   20
191	       12224	       369	   20
192	       12288	       357	   20
193	       12352	       381	   20
194	       12416	       360	   20
195	       12480	       400	   20
196	       12544	       368	   20
197	       12608	       363	   20
198	       12672	       376	   20
199	       12736	       382	   20

