stride_lines	stride_bytes	train_step	avg_ns
1	64	0	424
1	64	1	370
1	64	2	338
1	64	3	219
1	64	4	206
1	64	5	143
1	64	6	143
1	64	7	134
1	64	8	129
1	64	9	125
1	64	10	106
1	64	11	108
1	64	12	112
1	64	13	96
1	64	14	90
1	64	15	99
1	64	16	96
1	64	17	99
1	64	18	86
1	64	19	97
1	64	20	88
1	64	21	89
1	64	22	93
1	64	23	88
1	64	24	92
1	64	25	85
1	64	26	88
1	64	27	92
1	64	28	96
1	64	29	87
1	64	30	94
1	64	31	90
1	64	32	88
1	64	33	88
1	64	34	93
1	64	35	92
1	64	36	90
1	64	37	95
1	64	38	93
1	64	39	91
2	128	0	236
2	128	1	230
2	128	2	235
2	128	3	136
2	128	4	132
2	128	5	90
2	128	6	113
2	128	7	114
2	128	8	111
2	128	9	113
2	128	10	116
2	128	11	116
2	128	12	113
2	128	13	113
2	128	14	91
2	128	15	90
2	128	16	97
2	128	17	93
2	128	18	92
2	128	19	89
2	128	20	92
2	128	21	96
2	128	22	112
2	128	23	110
2	128	24	116
2	128	25	114
2	128	26	118
2	128	27	109
2	128	28	109
2	128	29	110
2	128	30	86
2	128	31	90
2	128	32	246
2	128	33	125
2	128	34	237
2	128	35	119
2	128	36	91
2	128	37	90
2	128	38	90
2	128	39	90
3	192	0	240
3	192	1	227
3	192	2	234
3	192	3	135
3	192	4	146
3	192	5	117
3	192	6	110
3	192	7	112
3	192	8	109
3	192	9	109
3	192	10	109
3	192	11	111
3	192	12	116
3	192	13	114
3	192	14	116
3	192	15	113
3	192	16	115
3	192	17	110
3	192	18	115
3	192	19	113
3	192	20	111
3	192	21	86
3	192	22	239
3	192	23	239
3	192	24	216
3	192	25	224
3	192	26	91
3	192	27	92
3	192	28	85
3	192	29	90
3	192	30	93
3	192	31	91
3	192	32	91
3	192	33	91
3	192	34	96
3	192	35	94
3	192	36	90
3	192	37	89
3	192	38	93
3	192	39	88
4	256	0	239
4	256	1	232
4	256	2	215
4	256	3	123
4	256	4	134
4	256	5	109
4	256	6	110
4	256	7	119
4	256	8	112
4	256	9	114
4	256	10	112
4	256	11	106
4	256	12	114
4	256	13	113
4	256	14	111
4	256	15	112
4	256	16	233
4	256	17	84
4	256	18	83
4	256	19	213
4	256	20	90
4	256	21	93
4	256	22	92
4	256	23	88
4	256	24	92
4	256	25	90
4	256	26	91
4	256	27	96
4	256	28	90
4	256	29	93
4	256	30	97
4	256	31	93
4	256	32	247
4	256	33	153
4	256	34	113
4	256	35	212
4	256	36	87
4	256	37	88
4	256	38	83
4	256	39	84
5	320	0	238
5	320	1	236
5	320	2	221
5	320	3	132
5	320	4	139
5	320	5	112
5	320	6	111
5	320	7	111
5	320	8	112
5	320	9	114
5	320	10	116
5	320	11	110
5	320	12	225
5	320	13	230
5	320	14	89
5	320	15	129
5	320	16	100
5	320	17	93
5	320	18	90
5	320	19	89
5	320	20	89
5	320	21	89
5	320	22	89
5	320	23	92
5	320	24	88
5	320	25	94
5	320	26	249
5	320	27	233
5	320	28	221
5	320	29	190
5	320	30	97
5	320	31	89
5	320	32	88
5	320	33	89
5	320	34	90
5	320	35	94
5	320	36	91
5	320	37	95
5	320	38	94
5	320	39	233
6	384	0	243
6	384	1	231
6	384	2	217
6	384	3	140
6	384	4	124
6	384	5	113
6	384	6	110
6	384	7	110
6	384	8	113
6	384	9	115
6	384	10	224
6	384	11	233
6	384	12	216
6	384	13	225
6	384	14	96
6	384	15	87
6	384	16	95
6	384	17	93
6	384	18	87
6	384	19	91
6	384	20	89
6	384	21	89
6	384	22	233
6	384	23	100
6	384	24	157
6	384	25	122
6	384	26	93
6	384	27	88
6	384	28	90
6	384	29	89
6	384	30	90
6	384	31	87
6	384	32	223
6	384	33	199
6	384	34	219
6	384	35	95
6	384	36	136
6	384	37	92
6	384	38	143
6	384	39	112
7	448	0	227
7	448	1	231
7	448	2	213
7	448	3	135
7	448	4	126
7	448	5	110
7	448	6	112
7	448	7	114
7	448	8	106
7	448	9	108
7	448	10	231
7	448	11	220
7	448	12	229
7	448	13	122
7	448	14	92
7	448	15	93
7	448	16	90
7	448	17	92
7	448	18	93
7	448	19	243
7	448	20	226
7	448	21	234
7	448	22	133
7	448	23	91
7	448	24	90
7	448	25	91
7	448	26	94
7	448	27	95
7	448	28	246
7	448	29	226
7	448	30	258
7	448	31	223
7	448	32	229
7	448	33	144
7	448	34	222
7	448	35	129
7	448	36	96
7	448	37	239
7	448	38	226
7	448	39	235
8	512	0	234
8	512	1	214
8	512	2	230
8	512	3	134
8	512	4	135
8	512	5	112
8	512	6	113
8	512	7	112
8	512	8	237
8	512	9	219
8	512	10	140
8	512	11	203
8	512	12	91
8	512	13	93
8	512	14	93
8	512	15	96
8	512	16	238
8	512	17	83
8	512	18	84
8	512	19	88
8	512	20	84
8	512	21	85
8	512	22	83
8	512	23	87
8	512	24	235
8	512	25	149
8	512	26	89
8	512	27	89
8	512	28	233
8	512	29	84
8	512	30	86
8	512	31	85
8	512	32	236
8	512	33	84
8	512	34	81
8	512	35	86
8	512	36	86
8	512	37	80
8	512	38	86
8	512	39	86
9	576	0	238
9	576	1	219
9	576	2	231
9	576	3	134
9	576	4	142
9	576	5	109
9	576	6	113
9	576	7	106
9	576	8	229
9	576	9	173
9	576	10	227
9	576	11	230
9	576	12	96
9	576	13	90
9	576	14	96
9	576	15	240
9	576	16	216
9	576	17	152
9	576	18	224
9	576	19	90
9	576	20	86
9	576	21	94
9	576	22	233
9	576	23	160
9	576	24	219
9	576	25	224
9	576	26	170
9	576	27	242
9	576	28	137
9	576	29	220
9	576	30	141
9	576	31	225
9	576	32	92
9	576	33	90
9	576	34	94
9	576	35	94
9	576	36	220
9	576	37	182
9	576	38	137
9	576	39	111
10	640	0	229
10	640	1	206
10	640	2	220
10	640	3	127
10	640	4	123
10	640	5	106
10	640	6	116
10	640	7	227
10	640	8	228
10	640	9	241
10	640	10	161
10	640	11	91
10	640	12	89
10	640	13	223
10	640	14	94
10	640	15	88
10	640	16	96
10	640	17	93
10	640	18	85
10	640	19	92
10	640	20	222
10	640	21	226
10	640	22	161
10	640	23	130
10	640	24	171
10	640	25	86
10	640	26	221
10	640	27	217
10	640	28	140
10	640	29	146
10	640	30	85
10	640	31	93
10	640	32	221
10	640	33	126
10	640	34	129
10	640	35	126
10	640	36	86
10	640	37	96
10	640	38	94
10	640	39	229
11	704	0	223
11	704	1	210
11	704	2	227
11	704	3	133
11	704	4	118
11	704	5	113
11	704	6	226
11	704	7	220
11	704	8	217
11	704	9	125
11	704	10	89
11	704	11	91
11	704	12	226
11	704	13	181
11	704	14	173
11	704	15	92
11	704	16	89
11	704	17	95
11	704	18	227
11	704	19	226
11	704	20	219
11	704	21	224
11	704	22	175
11	704	23	216
11	704	24	226
11	704	25	218
11	704	26	213
11	704	27	213
11	704	28	93
11	704	29	94
11	704	30	226
11	704	31	153
11	704	32	155
11	704	33	149
11	704	34	88
11	704	35	219
11	704	36	87
11	704	37	186
11	704	38	216
11	704	39	96
12	768	0	216
12	768	1	215
12	768	2	208
12	768	3	134
12	768	4	130
12	768	5	113
12	768	6	217
12	768	7	93
12	768	8	91
12	768	9	119
12	768	10	90
12	768	11	230
12	768	12	92
12	768	13	159
12	768	14	222
12	768	15	94
12	768	16	226
12	768	17	143
12	768	18	96
12	768	19	228
12	768	20	172
12	768	21	174
12	768	22	223
12	768	23	182
12	768	24	99
12	768	25	145
12	768	26	95
12	768	27	228
12	768	28	138
12	768	29	159
12	768	30	126
12	768	31	96
12	768	32	230
12	768	33	122
12	768	34	119
12	768	35	83
12	768	36	83
12	768	37	86
12	768	38	212
12	768	39	90
13	832	0	223
13	832	1	217
13	832	2	212
13	832	3	100
13	832	4	93
13	832	5	223
13	832	6	216
13	832	7	217
13	832	8	98
13	832	9	89
13	832	10	222
13	832	11	222
13	832	12	93
13	832	13	110
13	832	14	89
13	832	15	226
13	832	16	223
13	832	17	156
13	832	18	219
13	832	19	226
13	832	20	229
13	832	21	176
13	832	22	216
13	832	23	206
13	832	24	94
13	832	25	233
13	832	26	224
13	832	27	185
13	832	28	204
13	832	29	91
13	832	30	227
13	832	31	223
13	832	32	224
13	832	33	156
13	832	34	88
13	832	35	233
13	832	36	180
13	832	37	201
13	832	38	143
13	832	39	92
14	896	0	225
14	896	1	218
14	896	2	215
14	896	3	129
14	896	4	120
14	896	5	226
14	896	6	142
14	896	7	196
