stride_lines	stride_bytes	train_step	avg_ns
47	3008	40	268
47	3008	12	179
47	3008	32	209
47	3008	1	195
47	3008	29	173
47	3008	21	211
47	3008	36	176
47	3008	8	168
47	3008	6	181
47	3008	3	175
47	3008	2	181
47	3008	9	178
47	3008	34	183
47	3008	37	229
47	3008	26	179
47	3008	25	224
47	3008	24	197
47	3008	10	223
47	3008	18	178
11	704	17	81
11	704	39	83
11	704	5	190
11	704	27	82
11	704	35	83
11	704	7	82
11	704	13	86
11	704	23	82
11	704	31	83
11	704	4	205
11	704	22	81
11	704	15	82
11	704	11	88
11	704	16	82
11	704	20	85
11	704	38	81
11	704	33	81
11	704	28	81
11	704	19	82
11	704	14	83
11	704	30	85
11	704	40	84
11	704	12	83
11	704	32	84
11	704	1	199
11	704	29	82
11	704	21	84
11	704	36	84
11	704	8	95
11	704	6	91
11	704	3	216
11	704	2	218
11	704	9	88
11	704	34	82
11	704	37	82
11	704	26	81
11	704	25	83
11	704	24	84
11	704	10	92
11	704	18	88
27	1728	17	84
27	1728	39	84
27	1728	5	86
27	1728	27	83
27	1728	35	81
27	1728	7	85
27	1728	13	82
27	1728	23	84
27	1728	31	84
27	1728	4	208
27	1728	22	84
27	1728	15	86
27	1728	11	83
27	1728	16	82
27	1728	20	83
27	1728	38	86
27	1728	33	84
27	1728	28	84
27	1728	19	88
27	1728	14	86
27	1728	30	85
27	1728	40	87
27	1728	12	88
27	1728	32	84
27	1728	1	216
27	1728	29	85
27	1728	21	82
27	1728	36	84
27	1728	8	83
27	1728	6	81
27	1728	3	86
27	1728	2	84
27	1728	9	82
27	1728	34	85
27	1728	37	108
27	1728	26	83
27	1728	25	82
27	1728	24	83
27	1728	10	82
27	1728	18	82
25	1600	17	81
25	1600	39	85
25	1600	5	233
25	1600	27	82
25	1600	35	84
25	1600	7	99
25	1600	13	83
25	1600	23	82
25	1600	31	83
25	1600	4	84
25	1600	22	84
25	1600	15	85
25	1600	11	87
25	1600	16	84
25	1600	20	83
25	1600	38	85
