active_pages	stream	avg_latency_ns	prefetched	threshold_ns	probes
16	0	202	no	120	1000
16	1	200	no	120	1000
16	2	200	no	120	1000
16	3	200	no	120	1000
16	4	199	no	120	1000
16	5	200	no	120	1000
16	6	201	no	120	1000
16	7	203	no	120	1000
16	8	201	no	120	1000
16	9	199	no	120	1000
16	10	200	no	120	1000
16	11	201	no	120	1000
16	12	370	no	120	1000
16	13	200	no	120	1000
16	14	212	no	120	1000
16	15	199	no	120	1000
