active_pages	stream	avg_latency_ns	prefetched	threshold_ns	probes
12	0	77	yes	120	1000
12	1	77	yes	120	1000
12	2	76	yes	120	1000
12	3	77	yes	120	1000
12	4	76	yes	120	1000
12	5	76	yes	120	1000
12	6	76	yes	120	1000
12	7	77	yes	120	1000
12	8	77	yes	120	1000
12	9	76	yes	120	1000
12	10	76	yes	120	1000
12	11	77	yes	120	1000
