active_pages	stream	avg_latency_ns	prefetched	threshold_ns	probes
13	0	285	no	120	1000
13	1	282	no	120	1000
13	2	282	no	120	1000
13	3	283	no	120	1000
13	4	243	no	120	1000
13	5	242	no	120	1000
13	6	248	no	120	1000
13	7	244	no	120	1000
13	8	242	no	120	1000
13	9	238	no	120	1000
13	10	221	no	120	1000
13	11	224	no	120	1000
13	12	240	no	120	1000
