active_pages	stream	avg_latency_ns	prefetched	threshold_ns	probes
12	0	286	no	120	1000
12	1	278	no	120	1000
12	2	281	no	120	1000
12	3	281	no	120	1000
12	4	240	no	120	1000
12	5	245	no	120	1000
12	6	240	no	120	1000
12	7	251	no	120	1000
12	8	238	no	120	1000
12	9	256	no	120	1000
12	10	263	no	120	1000
12	11	257	no	120	1000
