# x86_64 store-stride prefetch latency map
# access mode: store (movb store), same noinline PC for train and trigger
# stride_bytes=320 train_step=15 rounds=40000 probe_positions=100
# timer: rdtscp cycles
# position	offset_bytes	avg_cycles	probes
  0	           0	       114	  400
  1	          64	       422	  400
  2	         128	       444	  400
  3	         192	       419	  400
  4	         256	       441	  400
  5	         320	       401	  400
  6	         384	       434	  400
  7	         448	       446	  400
  8	         512	       419	  400
  9	         576	       426	  400
 10	         640	       402	  400
 11	         704	       423	  400
 12	         768	       432	  400
 13	         832	       438	  400
 14	         896	       410	  400
 15	         960	       419	  400
 16	        1024	       424	  400
 17	        1088	       420	  400
 18	        1152	       420	  400
 19	        1216	       421	  400
 20	        1280	       435	  400
 21	        1344	       411	  400
 22	        1408	       427	  400
 23	        1472	       412	  400
 24	        1536	       404	  400
 25	        1600	       429	  400
 26	        1664	       425	  400
 27	        1728	       435	  400
 28	        1792	       420	  400
 29	        1856	       427	  400
 30	        1920	       414	  400
 31	        1984	       432	  400
 32	        2048	       445	  400
 33	        2112	       437	  400
 34	        2176	       419	  400
 35	        2240	       417	  400
 36	        2304	       416	  400
 37	        2368	       425	  400
 38	        2432	       418	  400
 39	        2496	       424	  400
 40	        2560	       405	  400
 41	        2624	       432	  400
 42	        2688	       428	  400
 43	        2752	       405	  400
 44	        2816	       430	  400
 45	        2880	       393	  400
 46	        2944	       424	  400
 47	        3008	       439	  400
 48	        3072	       422	  400
 49	        3136	       437	  400
 50	        3200	       401	  400
 51	        3264	       430	  400
 52	        3328	       430	  400
 53	        3392	       417	  400
 54	        3456	       415	  400
 55	        3520	       385	  400
 56	        3584	       439	  400
 57	        3648	       420	  400
 58	        3712	       415	  400
 59	        3776	       438	  400
 60	        3840	       403	  400
 61	        3904	       416	  400
 62	        3968	       529	  400
 63	        4032	       418	  400
 64	        4096	       401	  400
 65	        4160	       409	  400
 66	        4224	       437	  400
 67	        4288	       429	  400
 68	        4352	       441	  400
 69	        4416	       452	  400
 70	        4480	       390	  400
 71	        4544	       421	  400
 72	        4608	       457	  400
 73	        4672	       444	  400
 74	        4736	       429	  400
 75	        4800	       423	  400
 76	        4864	       454	  400
 77	        4928	       435	  400
 78	        4992	       420	  400
 79	        5056	       421	  400
 80	        5120	       360	  400
 81	        5184	       427	  400
 82	        5248	       464	  400
 83	        5312	       427	  400
 84	        5376	       421	  400
 85	        5440	       414	  400
 86	        5504	       429	  400
 87	        5568	       424	  400
 88	        5632	       458	  400
 89	        5696	       439	  400
 90	        5760	       435	  400
 91	        5824	       436	  400
 92	        5888	       424	  400
 93	        5952	       427	  400
 94	        6016	       418	  400
 95	        6080	       401	  400
 96	        6144	       419	  400
 97	        6208	       417	  400
 98	        6272	       423	  400
 99	        6336	       404	  400

