  0	           0	       114	  200
  1	          64	       425	  200
  2	         128	       452	  200
  3	         192	       456	  200
  4	         256	       458	  200
  5	         320	       465	  200
  6	         384	       445	  200
  7	         448	       463	  200
  8	         512	       449	  200
  9	         576	       431	  200
 10	         640	       454	  200
 11	         704	       406	  200
 12	         768	       433	  200
 13	         832	       440	  200
 14	         896	       451	  200
 15	         960	       428	  200
 16	        1024	       446	  200
 17	        1088	       442	  200
 18	        1152	       451	  200
 19	        1216	       435	  200
 20	        1280	       438	  200
 21	        1344	       439	  200
 22	        1408	       326	  200
 23	        1472	       452	  200
 24	        1536	       445	  200
 25	        1600	       430	  200
 26	        1664	       440	  200
 27	        1728	       411	  200
 28	        1792	       441	  200
 29	        1856	       443	  200
 30	        1920	       430	  200
 31	        1984	       443	  200
 32	        2048	       450	  200
 33	        2112	       283	  200
 34	        2176	       424	  200
 35	        2240	       451	  200
 36	        2304	       443	  200
 37	        2368	       433	  200
 38	        2432	       426	  200
 39	        2496	       429	  200
 40	        2560	       438	  200
 41	        2624	       422	  200
 42	        2688	       428	  200
 43	        2752	       419	  200
 44	        2816	       278	  200
 45	        2880	       428	  200
 46	        2944	       433	  200
 47	        3008	       439	  200
 48	        3072	       429	  200
 49	        3136	       429	  200
 50	        3200	       431	  200
 51	        3264	       444	  200
 52	        3328	       441	  200
 53	        3392	       443	  200
 54	        3456	       433	  200
 55	        3520	       270	  200
 56	        3584	       430	  200
 57	        3648	       422	  200
 58	        3712	       421	  200
 59	        3776	       433	  200
 60	        3840	       440	  200
 61	        3904	       453	  200
 62	        3968	       442	  200
 63	        4032	       439	  200
 64	        4096	       436	  200
 65	        4160	       432	  200
 66	        4224	       289	  200
 67	        4288	       436	  200
 68	        4352	       459	  200
 69	        4416	       443	  200
 70	        4480	       431	  200
 71	        4544	       430	  200
 72	        4608	       442	  200
 73	        4672	       437	  200
 74	        4736	       432	  200
 75	        4800	       445	  200
 76	        4864	       428	  200
 77	        4928	       304	  200
 78	        4992	       432	  200
 79	        5056	       445	  200
 80	        5120	       443	  200
 81	        5184	       425	  200
 82	        5248	       439	  200
 83	        5312	       446	  200
 84	        5376	       458	  200
 85	        5440	       432	  200
 86	        5504	       447	  200
 87	        5568	       428	  200
 88	        5632	       342	  200
 89	        5696	       421	  200
 90	        5760	       423	  200
 91	        5824	       425	  200
 92	        5888	       422	  200
 93	        5952	       431	  200
 94	        6016	       432	  200
 95	        6080	       444	  200
 96	        6144	       447	  200
 97	        6208	       433	  200
 98	        6272	       425	  200
 99	        6336	       321	  200
100	        6400	       449	  200
101	        6464	       430	  200
102	        6528	       444	  200
103	        6592	       427	  200
104	        6656	       432	  200
105	        6720	       432	  200
106	        6784	       427	  200
107	        6848	       437	  200
108	        6912	       426	  200
109	        6976	       428	  200
110	        7040	       276	  200
111	        7104	       445	  200
112	        7168	       430	  200
113	        7232	       423	  200
114	        7296	       421	  200
115	        7360	       417	  200
116	        7424	       439	  200
117	        7488	       430	  200
118	        7552	       431	  200
119	        7616	       436	  200
120	        7680	       435	  200
121	        7744	       187	  200
122	        7808	       430	  200
123	        7872	       438	  200
124	        7936	       433	  200
125	        8000	       438	  200
126	        8064	       417	  200
127	        8128	       405	  200
128	        8192	       412	  200
129	        8256	       409	  200
130	        8320	       396	  200
131	        8384	       402	  200
132	        8448	       180	  200
133	        8512	       413	  200
134	        8576	       418	  200
135	        8640	       404	  200
136	        8704	       414	  200
137	        8768	       390	  200
138	        8832	       405	  200
139	        8896	       408	  200
140	        8960	       408	  200
141	        9024	       424	  200
142	        9088	       417	  200
143	        9152	       135	  200
144	        9216	       439	  200
145	        9280	       413	  200
146	        9344	       395	  200
147	        9408	       407	  200
148	        9472	       402	  200
149	        9536	       400	  200
150	        9600	       423	  200
151	        9664	       412	  200
152	        9728	       412	  200
153	        9792	       411	  200
154	        9856	       162	  200
155	        9920	       395	  200
156	        9984	       410	  200
157	       10048	       401	  200
158	       10112	       414	  200
159	       10176	       415	  200
160	       10240	       382	  200
161	       10304	       450	  200
162	       10368	       402	  200
163	       10432	       382	  200
164	       10496	       386	  200
165	       10560	       390	  200
166	       10624	       402	  200
167	       10688	       392	  200
168	       10752	       394	  200
169	       10816	       390	  200
170	       10880	       404	  200
171	       10944	       388	  200
172	       11008	       398	  200
173	       11072	       394	  200
174	       11136	       405	  200
175	       11200	       403	  200
176	       11264	       400	  200
177	       11328	       382	  200
178	       11392	       395	  200
179	       11456	       384	  200
180	       11520	       401	  200
181	       11584	       390	  200
182	       11648	       419	  200
183	       11712	       399	  200
184	       11776	       417	  200
185	       11840	       421	  200
186	       11904	       418	  200
187	       11968	       410	  200
188	       12032	       436	  200
189	       12096	       431	  200
190	       12160	       432	  200
191	       12224	       432	  200
192	       12288	       438	  200
193	       12352	       437	  200
194	       12416	       430	  200
195	       12480	       441	  200
196	       12544	       436	  200
197	       12608	       449	  200
198	       12672	       449	  200
199	       12736	       432	  200

