# arm64 store-stride prefetch latency map
# access mode: store (strb), same noinline PC for train and trigger
# stride_bytes=320 train_step=3 rounds=40000 probe_positions=100
# timer: clock_gettime(CLOCK_MONOTONIC) ns
# position	offset_bytes	avg_ns	probes
  0	           0	        81	  400
  1	          64	       194	  400
  2	         128	       198	  400
  3	         192	       195	  400
  4	         256	       188	  400
  5	         320	        81	  400
  6	         384	       195	  400
  7	         448	       184	  400
  8	         512	       193	  400
  9	         576	       204	  400
 10	         640	        81	  400
 11	         704	       200	  400
 12	         768	       184	  400
 13	         832	       190	  400
 14	         896	       190	  400
 15	         960	       190	  400
 16	        1024	       196	  400
 17	        1088	       200	  400
 18	        1152	       199	  400
 19	        1216	       207	  400
 20	        1280	       191	  400
 21	        1344	       189	  400
 22	        1408	       190	  400
 23	        1472	       197	  400
 24	        1536	       199	  400
 25	        1600	       202	  400
 26	        1664	       205	  400
 27	        1728	       200	  400
 28	        1792	       190	  400
 29	        1856	       189	  400
 30	        1920	       196	  400
 31	        1984	       190	  400
 32	        2048	       211	  400
 33	        2112	       199	  400
 34	        2176	       203	  400
 35	        2240	       200	  400
 36	        2304	       200	  400
 37	        2368	       190	  400
 38	        2432	       190	  400
 39	        2496	       189	  400
 40	        2560	       199	  400
 41	        2624	       210	  400
 42	        2688	       199	  400
 43	        2752	       201	  400
 44	        2816	       189	  400
 45	        2880	       195	  400
 46	        2944	       188	  400
 47	        3008	       189	  400
 48	        3072	       196	  400
 49	        3136	       210	  400
 50	        3200	       197	  400
 51	        3264	       199	  400
 52	        3328	       187	  400
 53	        3392	       194	  400
 54	        3456	       188	  400
 55	        3520	       188	  400
 56	        3584	       207	  400
 57	        3648	       198	  400
 58	        3712	       200	  400
 59	        3776	       199	  400
 60	        3840	       199	  400
 61	        3904	       188	  400
 62	        3968	       189	  400
 63	        4032	       189	  400
 64	        4096	       191	  400
 65	        4160	       194	  400
 66	        4224	       193	  400
 67	        4288	       201	  400
 68	        4352	       199	  400
 69	        4416	       197	  400
 70	        4480	       200	  400
 71	        4544	       204	  400
 72	        4608	       194	  400
 73	        4672	       193	  400
 74	        4736	       202	  400
 75	        4800	       195	  400
 76	        4864	       197	  400
 77	        4928	       196	  400
 78	        4992	       205	  400
 79	        5056	       198	  400
 80	        5120	       193	  400
 81	        5184	       192	  400
 82	        5248	       200	  400
 83	        5312	       192	  400
 84	        5376	       196	  400
 85	        5440	       196	  400
 86	        5504	       202	  400
 87	        5568	       195	  400
 88	        5632	       193	  400
 89	        5696	       191	  400
 90	        5760	       193	  400
 91	        5824	       198	  400
 92	        5888	       192	  400
 93	        5952	       192	  400
 94	        6016	       192	  400
 95	        6080	       195	  400
 96	        6144	       194	  400
 97	        6208	       202	  400
 98	        6272	       192	  400
 99	        6336	       192	  400

