  0	           0	        84	  400
  1	          64	       239	  400
  2	         128	       235	  400
  3	         192	       232	  400
  4	         256	       240	  400
  5	         320	        82	  400
  6	         384	       241	  400
  7	         448	       241	  400
  8	         512	       227	  400
  9	         576	       225	  400
 10	         640	        84	  400
 11	         704	       228	  400
 12	         768	       226	  400
 13	         832	       228	  400
 14	         896	       230	  400
 15	         960	        82	  400
 16	        1024	       241	  400
 17	        1088	       235	  400
 18	        1152	       240	  400
 19	        1216	       239	  400
 20	        1280	        85	  400
 21	        1344	       242	  400
 22	        1408	       242	  400
 23	        1472	       240	  400
 24	        1536	       229	  400
 25	        1600	        84	  400
 26	        1664	       228	  400
 27	        1728	       228	  400
 28	        1792	       227	  400
 29	        1856	       228	  400
 30	        1920	        83	  400
 31	        1984	       230	  400
 32	        2048	       242	  400
 33	        2112	       236	  400
 34	        2176	       249	  400
 35	        2240	        86	  400
 36	        2304	       240	  400
 37	        2368	       241	  400
 38	        2432	       241	  400
 39	        2496	       249	  400
 40	        2560	        82	  400
 41	        2624	       230	  400
 42	        2688	       233	  400
 43	        2752	       228	  400
 44	        2816	       232	  400
 45	        2880	        85	  400
 46	        2944	       231	  400
 47	        3008	       227	  400
 48	        3072	       244	  400
 49	        3136	       238	  400
 50	        3200	       101	  400
 51	        3264	       236	  400
 52	        3328	       244	  400
 53	        3392	       241	  400
 54	        3456	       242	  400
 55	        3520	       103	  400
 56	        3584	       225	  400
 57	        3648	       226	  400
 58	        3712	       230	  400
 59	        3776	       229	  400
 60	        3840	        97	  400
 61	        3904	       228	  400
 62	        3968	       231	  400
 63	        4032	       228	  400
 64	        4096	       243	  400
 65	        4160	       241	  400
 66	        4224	       247	  400
 67	        4288	       241	  400
 68	        4352	       248	  400
 69	        4416	       250	  400
 70	        4480	       249	  400
 71	        4544	       249	  400
 72	        4608	       234	  400
 73	        4672	       231	  400
 74	        4736	       231	  400
 75	        4800	       233	  400
 76	        4864	       230	  400
 77	        4928	       234	  400
 78	        4992	       234	  400
 79	        5056	       234	  400
 80	        5120	       248	  400
 81	        5184	       243	  400
 82	        5248	       247	  400
 83	        5312	       241	  400
 84	        5376	       248	  400
 85	        5440	       251	  400
 86	        5504	       252	  400
 87	        5568	       249	  400
 88	        5632	       234	  400
 89	        5696	       235	  400
 90	        5760	       235	  400
 91	        5824	       241	  400
 92	        5888	       237	  400
 93	        5952	       236	  400
 94	        6016	       233	  400
 95	        6080	       234	  400
 96	        6144	       249	  400
 97	        6208	       244	  400
 98	        6272	       247	  400
 99	        6336	       245	  400

