# arm64 same-VA EL0/EL1 store-stride retention test
# EL0 trains 5 stores, EL0 triggers access 5
# user_page=0x0000000700000000 same_va=yes
# mapping=private_anonymous fixed_va=0x0000000700000000
# stride_lines=5 stride_bytes=320 rounds=4000 probe_positions=64
# trigger_line=25 predicted_line=30 access=store pc=noinline_same_pc
# trigger=same_el0
# position	offset_bytes	avg_ns	probes
  0	           0	        81	   63
  1	          64	       178	   63
  2	         128	       173	   63
  3	         192	       191	   63
  4	         256	       175	   63
  5	         320	        81	   63
  6	         384	       171	   63
  7	         448	       170	   63
  8	         512	       179	   63
  9	         576	       181	   63
 10	         640	        81	   63
 11	         704	       182	   63
 12	         768	       165	   63
 13	         832	       176	   63
 14	         896	       179	   63
 15	         960	        81	   63
 16	        1024	       186	   63
 17	        1088	       176	   63
 18	        1152	       194	   63
 19	        1216	       184	   63
 20	        1280	        82	   63
 21	        1344	       177	   63
 22	        1408	       178	   63
 23	        1472	       179	   63
 24	        1536	       186	   63
 25	        1600	        81	   63
 26	        1664	       186	   63
 27	        1728	       186	   63
 28	        1792	       177	   63
 29	        1856	       178	   63
 30	        1920	       159	   63
 31	        1984	       183	   63
 32	        2048	       186	   62
 33	        2112	       196	   62
 34	        2176	       187	   62
 35	        2240	       169	   62
 36	        2304	       182	   62
 37	        2368	       181	   62
 38	        2432	       175	   62
 39	        2496	       179	   62
 40	        2560	       174	   62
 41	        2624	       186	   62
 42	        2688	       192	   62
 43	        2752	       187	   62
 44	        2816	       186	   62
 45	        2880	       184	   62
 46	        2944	       177	   62
 47	        3008	       179	   62
 48	        3072	       200	   62
 49	        3136	       189	   62
 50	        3200	       193	   62
 51	        3264	       189	   62
 52	        3328	       189	   62
 53	        3392	       186	   62
 54	        3456	       177	   62
 55	        3520	       180	   62
 56	        3584	       186	   62
 57	        3648	       195	   62
 58	        3712	       188	   62
 59	        3776	       187	   62
 60	        3840	       181	   62
 61	        3904	       182	   62
 62	        3968	       177	   62
 63	        4032	       178	   62
