# arm64 same-VA EL0/EL1 store-stride retention test
# EL0 trains 5 stores, EL1 triggers access 5
# user_page=0x0000000700000000 same_va=yes
# mapping=private_anonymous fixed_va=0x0000000700000000
# stride_lines=5 stride_bytes=320 rounds=4000 probe_positions=64
# trigger_line=25 predicted_line=30 access=store pc=noinline_same_pc
# trigger=syscall_read_dev_zero_to_user_page
# position	offset_bytes	avg_ns	probes
  0	           0	        83	   63
  1	          64	       189	   63
  2	         128	       185	   63
  3	         192	       187	   63
  4	         256	       178	   63
  5	         320	        83	   63
  6	         384	       180	   63
  7	         448	       176	   63
  8	         512	       188	   63
  9	         576	       189	   63
 10	         640	        81	   63
 11	         704	       184	   63
 12	         768	       174	   63
 13	         832	       181	   63
 14	         896	       179	   63
 15	         960	        83	   63
 16	        1024	       186	   63
 17	        1088	       178	   63
 18	        1152	       183	   63
 19	        1216	       189	   63
 20	        1280	        84	   63
 21	        1344	       177	   63
 22	        1408	       173	   63
 23	        1472	       182	   63
 24	        1536	       188	   63
 25	        1600	        82	   63
 26	        1664	       190	   63
 27	        1728	       180	   63
 28	        1792	       175	   63
 29	        1856	       177	   63
 30	        1920	       182	   63
 31	        1984	       176	   63
 32	        2048	       199	   62
 33	        2112	       187	   62
 34	        2176	       192	   62
 35	        2240	       188	   62
 36	        2304	       188	   62
 37	        2368	       177	   62
 38	        2432	       176	   62
 39	        2496	       177	   62
 40	        2560	       188	   62
 41	        2624	       194	   62
 42	        2688	       190	   62
 43	        2752	       187	   62
 44	        2816	       177	   62
 45	        2880	       183	   62
 46	        2944	       179	   62
 47	        3008	       180	   62
 48	        3072	       179	   62
 49	        3136	       191	   62
 50	        3200	       189	   62
 51	        3264	       187	   62
 52	        3328	       175	   62
 53	        3392	       182	   62
 54	        3456	       176	   62
 55	        3520	       175	   62
 56	        3584	       194	   62
 57	        3648	       186	   62
 58	        3712	       187	   62
 59	        3776	       187	   62
 60	        3840	       184	   62
 61	        3904	       176	   62
 62	        3968	       208	   62
 63	        4032	       178	   62
