# arm64 same-VA EL0/EL1 store-stride retention test
# EL0 trains 6 stores, EL0_after_EL1_context_switch triggers access 6
# user_page=0x0000000700000000 same_va=yes
# mapping=private_anonymous fixed_va=0x0000000700000000
# stride_lines=5 stride_bytes=320 rounds=4000 probe_positions=64
# trigger_line=30 predicted_line=35 access=store pc=noinline_same_pc
# trigger=el1_context_switch_then_same_el0
# position	offset_bytes	avg_ns	probes
  0	           0	        83	   63
  1	          64	       149	   63
  2	         128	       179	   63
  3	         192	       181	   63
  4	         256	       195	   63
  5	         320	        83	   63
  6	         384	       157	   63
  7	         448	       185	   63
  8	         512	       184	   63
  9	         576	       168	   63
 10	         640	        82	   63
 11	         704	       178	   63
 12	         768	       186	   63
 13	         832	       188	   63
 14	         896	       166	   63
 15	         960	        82	   63
 16	        1024	       184	   63
 17	        1088	       188	   63
 18	        1152	       176	   63
 19	        1216	       162	   63
 20	        1280	        82	   63
 21	        1344	       190	   63
 22	        1408	       182	   63
 23	        1472	       180	   63
 24	        1536	       170	   63
 25	        1600	        84	   63
 26	        1664	       179	   63
 27	        1728	       178	   63
 28	        1792	       188	   63
 29	        1856	       169	   63
 30	        1920	        82	   63
 31	        1984	       180	   63
 32	        2048	       178	   62
 33	        2112	       177	   62
 34	        2176	       178	   62
 35	        2240	       179	   62
 36	        2304	       184	   62
 37	        2368	       184	   62
 38	        2432	       190	   62
 39	        2496	       169	   62
 40	        2560	       177	   62
 41	        2624	       179	   62
 42	        2688	       178	   62
 43	        2752	       186	   62
 44	        2816	       180	   62
 45	        2880	       182	   62
 46	        2944	       181	   62
 47	        3008	       188	   62
 48	        3072	       177	   62
 49	        3136	       175	   62
 50	        3200	       179	   62
 51	        3264	       186	   62
 52	        3328	       181	   62
 53	        3392	       180	   62
 54	        3456	       181	   62
 55	        3520	       185	   62
 56	        3584	       176	   62
 57	        3648	       177	   62
 58	        3712	       184	   62
 59	        3776	       176	   62
 60	        3840	       177	   62
 61	        3904	       180	   62
 62	        3968	       186	   62
 63	        4032	       180	   62
